     xj
xi         1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77     78     79     80     81     82     83     84     85     86     87     88     89     90     91     92     93     94     95     96     97     98     99    100
  11       0      0    148    507   1259   2627   4468   6968   9202  11464  12258   8101   5561   3184   1849   1225    868    599    444    369    291    248    186    195    160    139    143    119     92     61     63     93     70     80     59     56     43     35     36     17     14     37     31     27     24      7     13      7     22     26      0      6      0      6      6     15      0      0      0      6      6      0      0      6      0     16      0      6      0      0      0      0      0      0      7      0      0      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  12       0      0     86    275    703   1532   2636   4354   5592   7320   9041  10041   7746   4257   2580   1639   1134    770    513    418    348    285    234    182    169    184    146    134     91     76     95     84     83     90     67     62     63     43     25     15     26     43     39     37     28     14      9      7     19     26      8      6      8      8      6     33      8      6      6     12      0      0      6      0      0     17      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  13       0      0     44    203    497   1025   1780   3053   4355   5560   7129   8605  11348   7092   4079   2630   1838   1185    806    582    426    371    265    258    225    205    185    147    112    107     99    126     88    118     75     85     67     65     44     25     34     40     45     54     39     16     14     18     28     35     11      6      6      6      6     32      6      6      6     15     11      6      0      6      7     15      0      6      0      0      0      0      0      0     13      6      0      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  14       0      0     29     99    263    544    953   1701   2485   3295   4285   5262   7777   8349   5351   3372   2354   1456    977    667    504    376    318    261    222    225    214    157    114    116    115    112    100    118     84     72     61     65     49     24     34     57     70     54     35     12      8      9     22     45      6      7      8     11     10     42     10      7      6     17      6      0      0      0      6     13      6      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  15       0      0     14     42    156    306    591   1054   1462   2093   2608   3261   4979   6052   6244   4299   3082   1949   1277    870    634    443    370    297    237    227    206    132    131    116    116    118    117    113    100     76     83     59     56     29     29     60     67     42     41     11      7      9     29     45     15     11      6      6      8     45      9      6      6     15      9      0      0      0      8     16      0      0      0      6      6      0      0      0      9      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  16       0      0     15     39     94    200    368    645    939   1265   1753   2130   3458   4156   4845   5203   3857   2473   1630   1128    794    538    438    298    254    271    211    202    111     99    117    120    114    118    111     75     74     77     45     36     34     55     60     57     49     10     16     18     37     51     14      6      6      6      6     39      9      6      6     12     12      0      0      6      0     19      0      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  17       0      0      7     22     51    129    227    471    678    937   1181   1536   2509   3139   3793   4397   5123   3605   2303   1587   1062    783    576    409    339    328    279    199    160    124    109    126    115    135    113     95     90     83     70     40     24     51     63     66     61     22     13     14     40     62     11     15     11      9      6     66      9      6      7     26     12      6      6      6      7     21      6      0      0      0      0      0      0      0      7      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  18       0      0      0     18     32     73    139    266    430    569    745   1098   1652   2018   2453   3004   3776   3800   2871   1998   1318    882    680    497    381    345    295    207    154    150    112    159    137    144    113     96     84     70     67     46     47     68     71     60     71     15     19     18     41     58     17     13      6     12     10     59      9     12     12     20     12      0      8      0      6     17      0      0      0      0      0      0      0      0      6      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  19       0      0      0      6     15     49    103    153    272    351    531    713   1078   1427   1714   2078   2753   3016   3226   2435   1620   1141    854    653    449    444    315    244    184    144    114    154    119    125    112    106     81     95     63     30     38     82     78     49     62     15     28     13     39     58     14      7      7      8     11     51      9      7      6     21     14      6      0      0      0     18      0      0      0      6      0      0      0      0     10      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  20       0      0      0      6     10     40     59    121    182    250    376    458    769    990   1236   1546   1956   2324   2456   2700   2031   1453   1063    758    583    504    363    268    178    159    156    160    133    155    117     93    113     68     55     38     31     63     97     66     66     13     22     15     50     72     12     14     10      7      6     74     16     13      6     29     11      6      6      0      6     11      0      0      0      0      0      0      0      0      8      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  21       0      0      0     10     13     19     41     97    120    185    269    346    528    687    889   1073   1488   1648   1958   2137   2295   1699   1323    910    674    558    419    304    209    163    141    164    145    133    124    108     97     88     63     42     36     72     83     66     60     22     29     18     48     64     14     15     11      9     14     62     13      6      8     19     13      6      6      0      6     20      0      0      0      6      0      0      0      0      7      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  22       0      0      0      0      6      6     19     60     94    121    189    227    366    502    608    772   1082   1281   1491   1612   1824   1892   1542   1109    824    664    511    339    230    172    168    170    144    161    140     92    109     78     60     40     32     84     96     81     72     25     19     25     49     75     15     14     14     21      9     73     15     10      0     21     11      7      6      6      7     29      0      0      6      6      0      0      0      0     10      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  23       0      0      0      0      0      9     23     37     57     90    133    177    308    392    483    626    802    957   1166   1315   1462   1492   1618   1363    980    852    654    424    300    247    184    191    152    148    138    102     89     67     53     43     45     56     74     75     62     17     19     19     59     75     18     16     10     14     14     86     18     11     11     35     13      6      6      9      9     22      0      0      0      6      6      0      0      0      6      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  24       0      0      0      0      8      9     12     35     59     51     86    126    255    279    333    449    622    779    812   1047   1158   1273   1384   1441   1132    964    716    490    313    277    232    252    178    169    155     88     90     93     67     46     43     79     98     68     89     23     29     17     59     81     13     15     20     12     13     83     20     11      8     32     13      0     11      0      6     21      0      0      0      6      6      0      0      0     10      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  25       0      0      0      0      0      6      7     24     40     50     65    108    160    220    255    361    446    596    656    781    914    974   1180   1180   1250   1101    906    602    398    301    252    254    189    213    165     96    101    101     63     51     45     89    110     69     65     20     15     21     69     87     19     17     19      6     10     79     17     20      7     29     13      6      6      6     10     35      6      0      0      7      6      0      0      0     10      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  26       0      0      0      0      6      6     14     22     41     40     62     88    130    194    222    288    427    519    574    708    779    959   1047   1123   1201   1450   1133    792    504    398    380    354    286    247    167    148    120    108     62     58     56     91    104     91     84     22     30     28     63     98     25     20     16     16     15    101     20     13      9     32     20      6      6     13      7     28      6      0      0      7      6      0      0      0     13      0      6      6      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  27       0      0      0      0      0      0      8     23     27     34     53     79     98    151    178    215    286    404    476    559    650    798    847    947   1030   1255   1395   1023    612    508    455    440    305    297    217    168    134    128     90     51     63    102    128     93     98     38     30     32     75    145     31     16     15     18     23    102     21     16     18     48     25      0      6      9      6     35      0      0      6      0      6      6      6      0     17      7      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  28       0      0      0      0      0      0      6      8     22     15     29     38     73    111    135    166    209    287    337    408    471    560    659    709    781    930   1072   1040    720    587    480    449    358    306    232    179    119    124     94     80     65    105    118     94     93     22     21     22     70     92     22     29     15     20     17     94     24     22      9     57     25      6      8      6     12     34      6      0      0      9      6      0      0      0     18      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  29       0      0      0      0      6      0      0      8     13     27     11     29     39     84     91     83    140    181    214    280    304    348    408    473    542    677    769    740    615    514    487    464    356    305    222    133    126    132     71     41     39     85     89     77     66     26     27     22     58     91     17     17      9     19     20     93     20     15     17     40     25      6      7      6     11     35      0      0      0      6      0      0      0      6     10      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  30       0      0      0      0      0      0      6      6     13     12     16     19     28     49     57    103    110    133    170    210    283    314    316    395    424    563    640    660    548    563    523    486    410    361    273    190    153    112     95     57     42     69     91     82     82     29     32     29     61     91     27     22     16     14     17    102     23     18     11     43     20      6      6      7     15     28      6      0      6      8      6      0      0      0     10      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  31       0      0      0      0      0      0      0      6      0      7     14     18     32     37     61     73    102    114    147    184    228    246    291    366    405    499    570    588    527    555    538    631    448    440    323    204    173    150     80     76     61     76    111     77     73     15     20     20     66     85     20     26     14     13     17    101     23     19      8     53     21      8      0      6     12     38      6      0      6      6      6      6      0      0     12      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  32       0      0      0      0      0      0      0      6      8     13     15     24     33     45     61     75     94    125    157    197    250    285    325    391    428    528    622    676    583    565    653    839    672    651    418    324    244    200    117     86     76    117    139     89    102     24     29     30     84    128     31     33     18     17     18    116     37     31     18     63     43     12     10     10      9     47      6      8      0     12      7      6      0      0     28      9      6      0      6      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  33       0      0      0      0      0      0      0      6      7      6      8     11     24     30     40     44     69     84     93    166    153    184    250    301    290    418    470    534    448    496    529    687    718    684    573    332    272    219    131     94     61    131    137    100     82     31     40     32     72    131     26     16     20     19     22    141     32     18     18     62     34      9     16     11     14     56      6      6      6      8      0      0      0      0     23      6      7      7      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  34       0      0      0      0      0      0      0      8      6      6     13     12     22     29     41     39     67     93    111    135    159    181    218    254    294    420    480    488    458    513    551    742    777    900    733    564    391    317    212    145    108    164    186    145    126     45     39     35    112    160     23     31     28     27     17    153     40     31     20     66     45      9     12     10     25     55      8      0      6      7     13      6      6      6     32      7      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  35       0      0      0      0      0      0      0      0      6      6      6      7     20     24     24     35     52     50     85     99    131    118    178    197    233    344    357    405    373    383    458    651    626    807    742    576    412    386    231    159    126    186    190    148    132     35     39     36     87    160     36     33     29     30     23    168     34     26     35     74     52     21      9     17     21     67      6      0      6     14     12      6      6      6     22      6      7      6      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  36       0      0      0      0      0      0      0      0      6      6      6      0      9     19     22     31     33     31     50     49     93     92    125    128    155    222    244    309    271    290    331    473    464    680    614    555    441    435    265    139    120    216    227    145    131     32     47     32     62    118     29     32     22     19     18    150     26     16     33     72     36     18     11     12     28     74      6      6      6     11      6      6      6      6     20      8      6      6      6      0      0      0      0      0      7      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  37       0      0      0      0      0      0      0      0      0      0      0      6      8      8     11     18     28     37     45     57     62     90     83    107    116    183    224    218    224    237    255    376    410    557    573    488    532    464    302    193    170    239    222    164    141     32     32     43     94    124     33     34     28     25     22    151     42     29     30     81     45     13     13     14     30     74      6      7      8     12     12      6      6      6     23     10      8      0      6      0      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  38       0      0      0      0      0      0      0      0      0      0      0      6      6      6     13     21     22     34     32     40     60     53     76     76    104    151    184    184    179    204    251    348    334    469    512    458    511    506    343    218    203    293    298    167    164     45     39     39     81    162     27     27     23     23     14    145     31     41     24    103     46     21     15     15     20     65     10     12     12     15      9      0      6      9     26      9     11      8      0      0      0      0      0      0      8      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  39       0      0      0      0      0      0      0      0      0      0      0      6      0      0      8     12     12     25     18     27     29     42     54     66     71     92     89    121    117    139    138    195    221    301    348    353    343    347    274    202    183    252    272    182    147     39     32     40     95    101     19     26     23     24     38    141     31     23     20     52     42      9     20      7     14     63      0      6      6     12     12      6      0      0     33      8     11      6      6      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  40       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      9      7     11     15     24     32     20     36     42     58     85     80     73     79     94    135    162    186    242    219    236    251    191    136    122    203    241    158    106     32     31     22     56     79     13     22      9     15     15     82     21     24     17     55     27      7      7     10     14     42      0      0      6      8      0      0      9      0     14      8      8      6      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  41       0      0      0      0      0      0      0      0      0      0      0      6      0      6      6      0      8      7     17     15     18     21     20     44     44     39     85     65     52     62     82    117    131    203    198    220    220    258    177    126    155    215    242    142    110     44     32     32     62     90     19     12     12     13     17     99     20     15     14     56     38      6      0     17     21     47      6      0      7     14      6      9      6      6     19      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  42       0      0      0      0      0      0      0      0      0      0      6      0      0      0      6      6     11     16     25     25     27     30     37     45     48     84     85    126     99    120    139    214    235    341    338    343    391    422    370    245    256    459    469    348    261     70     58     53    130    171     32     29     37     20     26    178     32     31     37    102     53     18     17     18     34    102      7     10      8     17     11      9     10     10     37     12     12      8      6      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  43       0      0      0      0      0      0      0      0      0      0      0      0      6      6      7      6     10     16     17     24     26     39     37     51     61     74    101    115    132    130    132    207    235    305    380    391    400    497    402    297    300    552    727    546    426    141     82     98    229    268     44     58     56     38     33    230     59     45     54    139     84     22     23     26     39    150     12     11     15     41     19     16      9     11     70     21     12     15     12      0      0      0      0      0      9      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  44       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      6      8     14     17     25     33     32     38     73     70     88     69     85     91    176    160    233    289    310    285    334    285    192    258    448    601    496    441    109    119     98    221    311     47     58     48     32     35    237     63     33     43    127     69     25     22     28     36    127     13     11      9     34     17      9      9     11     63     21     23     13      7      0      0      0      0      6      9      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  45       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      7      9     13     12     15     14     21     28     25     41     66     47     64     58     84     97    130    192    221    221    249    282    252    187    196    428    548    483    518    166    139    120    311    346     71     52     51     49     36    216     55     46     37    116     75     25     23     27     49    148     14     14     14     17     16     18      9     12     73     26     16     10      6      6      0      0      0      0     10      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  46       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      9      6      7     13     18     17     18     30     24     38     56     71     59     70     79     81     63     57     63    109    179    162    184     55     56     35    104    134     22     25     22     14     25     89     18     21      9     41     17      8     13     10     10     42      0     10      6      6      9      0      6      6     24     11      6     13      6      0      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  47       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      7      0      7     11     18     20     12     19     34     32     58     56     52     70     85     69     43     42    115    180    143    162     56     49     39    119    172     28     19     24     13     13     87     21     15      8     46     24      9      8     10      7     55      0      0      8      9      8      8      0      0     32     13      6      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  48       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      8      0      6      9      6      6     10     16     15     20     17     29     36     43     45     62     67     63     59     51     44     83    159    151    156     62     47     58    123    133     28     29     16     14     12     95     18     21     12     46     34     11     13      8     14     47      7      0     12     11      6      6      6      6     26     16     10      6      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  49       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0     10      6     13     11     14     23     23     31     32     46     43     82     86    115    119    145    141    195    147    107    120    221    378    375    394    146    121    111    346    452     80     86     48     49     38    301     50     52     41    103     75     24     30     19     43    152     17     12      9     35     21     15     14     13     79     29     18     15     14      0      0      6      0      6     19      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  50       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      0      0      9     10     17     12     21     29     44     36     44     46     49     61     91    147    154    148    194    233    208    150    163    350    516    528    607    196    199    204    596    951    188    145    147    119    100    573     96     81     70    222    150     32     32     45     77    241     23     26     34     60     31     24     20     19    147     67     53     38     13      6      6      0      7      6     21      0     11      6      0      0      0      6      6      0      0      0      0      0      0      0
  51       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      8      7      6      6     10     16     18     22     30     31     36     40     43     29     36     57    100    108    105     49     34     48    131    224     49     47     32     28     27    147     24     21     15     62     30     13     12     11     18     61      9      9      6     17      8      0      0      6     39     14      9      9      6      0      0      0      0      0      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  52       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      6      0      0      6      0      8      7     15     23     16     21     19     27     38     28     36     36     60    103     78    102     45     48     38    122    191     54     41     33     32     19    155     26     12     24     56     29      0     15      7     18     67      6      7      6     17      8      6      8      8     32     12     12     10      0      0      0      0      0      0     10      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  53       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      6      6      6     10      0      6      6      9     16     20     26     21     26     26     28     21     25     47     82     86    110     31     42     41     96    195     45     39     18     28     17    140     25     14     14     48     38      7      7      6     12     58      0      7      6      9     11      0      0      6     37      8      8      6      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  54       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      6      7      0      0      0      9     12     11     15     21     28     22     26     32     22     21     39     60     64     81     16     35     27     91    141     29     35     33     40     20    144     15     16     14     41     27      9      6     10     14     41     10      6      9     14     12      8      0      0     34      8     16      8      7      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  55       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      8      6      7      6     12     15     17     24     20     25     17     17     21     38     61     68     70     37     29     30     79    160     35     29     35     30     29    149     28     26     18     54     25     11      8     10     19     49     11      8      0      9      8      9      6      6     30     12      6      6      6      0      0      0      0      0      9      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  56       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      6      0      6      6     18     25     30     29     21     33     43     55     70    110    108    137    166    135     93    129    241    402    393    463    183    200    176    512   1008    269    232    203    157    177   1204    217    158    127    371    238     65     51     70    121    355     40     44     44     82     63     38     37     36    230     88     77     56     32     11      6      9     10      8     42      7     20      0      6      0      0      0      6      0      0      0      0      0      0      0
  57       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      7      6      0      9      6      6     10     15     19     17     22     17     23     25     16     49     65     71     80     28     34     34     93    199     50     38     54     41     38    280     61     50     35    126     51     22     15     17     17     96      8      9     11     21     14      8      9     12     55     19     19     17      6      0      0      0      0      0     19      0      9      0      0      0      0      0      0      0      0      0      0      0      0      0
  58       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      7      9     13     11     16     19     25     20     16     37     60     52     67     21     21     30     85    175     39     38     30     26     38    247     62     37     37    102     56     11     14     12     23     84     11     15      7     22     13      9     12      8     49     17     19      8      7      6      0      0      6      0     10      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  59       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      9     10     15     10     12     11     23     12      9     14     19     49     34     57     22     20     16     68    130     29     26     37     29     29    221     47     30     34     85     37     11     13     10     17     64      6     10      7     25     17      6      6      6     55     20     20     16     12      0      0      0      0      0     11      0     11      0      0      0      0      0      0      0      0      0      0      0      0      0
  60       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      7      7      7      0      0      0      6     11     25     19     40     48     41     40     28     51     86    137    131    152     50     61     69    215    413    117     90     83     88     93    648    162    152    116    374    167     47     40     44     87    280     34     31     31     56     39     24     28     26    165     79     61     47     29     17      9      0      7      6     47     14     23      6      6      0      0      0      0      0      0      0      0      0      0      0
  61       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      7     15     18     10     19     13     24     21     11     38     54     79     76     31     33     28     86    222     41     49     40     48     34    368     90     77     68    216     98     33     44     36     54    168     15     25     18     30     15     13     18     13    122     50     44     33     18      8      7     12      0      7     42      6     14      0      0      0      0      6      0      0      0      0      0      0      0      0
  62       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      0      6     13      6      0     11     13     10     34     11      9      6     26     63     20     20     11     16     17    106     34     29     17     75     39     19      6      8     16     39     11     12      0     12      8      7      6      0     42     14     21     12      6      0      0      0      0      0     14      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  63       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      7      6      6      0     16     12     13     26      6      6     10     25     49     14      6     14     13     13    110     28     26     17     75     38      6     12     13     15     57      6      0      8     18      6      0      6      6     45     11     17     11     10      0      6      6      0      0     10      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
