     xj
xi         1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77     78     79     80     81     82     83     84     85     86     87     88     89     90     91     92     93     94     95     96     97     98     99    100
  11       0      0   1518   2523   3635   4418   5330   6231   6698   6994   6865   5813   5185   3623   2552   1871   1547   1075    877    698    541    457    395    341    287    288    267    237    172    127    146    152    111    139    147    120     92     85     65     34     43     70     87     68     73     31     18     27     37     71     16     16     11     10     13     63     18     17     11     42     23      0      7      6     12     38      7      6      6      9      8      0      0      0     19     13     11      8      7      0      0      0      0      0      6      0      9      0      0      0      0      0      0      0      0      0      0      0      0      0
  12       0      0    923   1681   2543   3115   3877   4586   4802   5122   5290   5505   5617   4034   2820   2131   1724   1274    914    733    570    479    461    341    330    310    306    225    170    159    138    173    129    181    141    105     93     73     69     45     22     87     97     63     65     14     14     14     49     79      8     21     16      7     16     96     14     21     11     45     22     12      0      7     11     34      6      6      6     18     11      6      6      0     34     12     16     10      0      0      0      0      0      0      8      0      6      0      0      0      0      0      0      0      0      0      7      0      0      0
  13       0      0    716   1399   1935   2680   3190   3906   4228   4561   4784   5184   6242   5135   3709   2861   2291   1739   1333   1034    830    716    595    502    466    401    384    285    219    186    173    241    189    177    187    158    130    124     83     55     58     93    109     74     71     33     28     28     64     95     16     26      9     11     21     82     17      7     18     54     17      7      6     11     17     55      6      6      0     15      8      6      0      6     27     10     13      8      6      0      0      0      0      0     11      0     12      0      0      0      0      0      0      0      0      0      6      0      0      0
  14       0      0    455    854   1291   1775   2248   2821   2985   3108   3265   3662   4577   4533   3714   3097   2564   1931   1459   1172    888    749    607    496    465    443    371    285    238    216    193    214    172    214    195    163    121    129     97     60     61    103    106    125     87     24     30     20     67    121     15     22     17     15     13     99     21     22     19     44     22      6     10      8      7     52      6      6      0     12      7      0      8      0     31     17     20     13      7      0      6      0      0      0     14      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  15       0      0    283    564    887   1207   1464   1866   2098   2202   2481   2625   3377   3456   3393   3070   2725   1994   1547   1190    990    733    662    527    412    438    405    289    203    206    204    240    202    201    179    143    136    125     78     60     66     83    119     99     90     28     26     20     66    104     22     22     14     17     20    108     15     18     16     44     25     13      7      6     13     49      8      6      6     12     10      0      0      6     27     12     19     13      6      0      0      0      0      0     13      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  16       0      0    167    383    602    871   1048   1416   1562   1642   1805   1949   2622   2740   2694   2953   2678   2078   1704   1286   1104    841    668    592    503    451    430    308    238    207    217    233    172    236    201    170    156    116    113     67     57    108    145    110     88     31     30     33     80    123     19     25     13     21     16    105     26     17     18     43     28     12     11      9     18     58      6      6      0     14      9      6      6      0     33      9      9      8      0      0      0      0      0      6      7      6      7      0      0      0      0      0      0      0      0      0      0      0      0      0
  17       0      0    120    276    471    653    861   1109   1250   1420   1603   1641   2151   2297   2452   2503   2769   2334   1862   1512   1251    968    818    667    582    521    477    418    233    234    242    266    225    243    222    171    149    128    105     75     60    121    161    119     96     35     31     22     82    115     36     23     23     19     18    130     26     28     21     65     24      9      7      9     14     66      0      8      7     14      6      6      6      6     43     14     16     17      9      0      0      0      0      6     11      0     13      0      0      0      0      6      0      0      0      0      6      0      0      0
  18       0      0     96    170    341    475    626    838    918    999   1100   1259   1603   1820   1795   1894   2216   2130   1905   1528   1273   1039    893    764    585    578    491    369    276    259    232    225    241    225    216    184    171    162    122     69     58    137    140    118    102     37     22     33     92    119     35     31     28     20     21    131     23     23     23     61     31      6      6     16     20     63      9      7      0     12     10      6      0      7     34     19     15      9      6      0      0      0      0      0     13      6      0      0      0      0      0      0      6      0      0      0      6      0      0      0
  19       0      0     64    134    230    323    440    591    673    707    834    957   1297   1372   1377   1600   1733   1680   1768   1611   1283   1040    862    766    579    648    538    418    309    262    227    273    230    279    214    168    157    141    100     91     64    125    174    128    101     28     47     29     69    144     24     24     13     28     13    133     22     35     26     59     45      8      8      9     10     68      7      6      6     16      8      7      7      0     32     12     18     10      6      0      0      0      0      6     14      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0
  20       0      0     44     83    188    261    374    438    525    595    672    731   1030   1072   1089   1249   1462   1436   1487   1509   1317   1144    951    818    681    660    571    470    274    286    244    294    272    259    209    174    157    141    112     73     63    134    153    121    115     41     33     42     78    132     22     29     24     23     25    126     27     23     21     68     30     10      6     10     16     81     10      7      0     17      6      6      6      0     33     16     17      7      8      0      0      0      0      0     10      0      0      0      0      0      0      7      0      0      0      0      0      0      0      0
  21       0      0     35     72    135    209    294    361    422    459    527    592    771    881    933    967   1142   1167   1180   1246   1222   1090    958    838    661    667    620    416    300    246    284    298    242    258    267    175    142    154    135     76     80    119    132    120    121     31     49     47    102    130     43     28     28     28     23    119     33     28     21     66     36      7     10     16     15     69      8      9     11     14     15     10      0     11     32      9     10     14      7      0      0      0      0      0     14      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  22       0      0     29     51    112    154    222    301    320    340    381    414    626    676    706    810    910    961   1036    979    991    983    915    880    700    722    608    497    357    267    264    326    252    297    227    188    168    153    119     76     61    123    173    115    102     32     38     43    100    156     28     40     19     20     27    137     28     22     22     77     38      8      8      7     20     67      6      7     13     17     10      6      0      6     32     22     13      8      6      6      0      0      6      0      9      0      6      0      0      0      0      0      0      0      0      0      6      0      0      0
  23       0      0     17     38     71    108    148    225    266    270    385    394    518    542    614    644    814    801    840    904    858    901    900    829    732    732    634    493    404    312    294    316    295    282    260    186    203    175    125     99     75    124    173    130    120     42     35     38     79    139     33     31     27     21     24    131     34     26     15     76     41     10      8     17     23     56     10      6      6     19      7      0      9      7     46     11     10     11      0      0      0      0      0      0     10      6      6      0      0      6      0      6      0      0      0      0      0      0      0      0
  24       0      0     16     27     54     84    146    177    218    241    286    316    402    466    475    565    703    700    729    730    796    746    816    824    618    747    689    465    374    339    296    342    298    283    252    193    177    182    142     76     73    153    174    118    121     36     27     37     97    164     35     29     25     18     27    126     23     33     17     71     44     13     12      8     21     70      6      0      6     23     10      6      6      6     39     17     24      8      6      0      0      0      0      0     13      6      7      0      0      0      0      0      0      0      0      0      0      0      0      0
  25       0      0     14     31     54     59    119    153    173    180    239    233    344    374    364    454    522    575    641    598    627    687    679    704    682    695    635    505    384    342    324    378    307    309    286    233    148    141    128     84     70    135    160    135    128     43     53     49     76    140     24     37     22     21     22    175     43     31     18     58     39      6     12     16     21     72      8      7      7     14      8      6      6      6     48     20     11     10     10      0      0      0      0      0     14      0     10      0      0      0      0      0      0      0      0      0      0      0      0      0
  26       0      0     10     17     48     60     90    145    125    177    236    251    318    358    402    413    502    546    552    605    636    641    674    687    688    811    774    627    443    371    407    425    361    391    309    252    227    187    143     93     96    170    215    132    152     49     45     40    107    147     23     44     30     45     33    187     35     28     30     85     33     18     14     13     22     83     11     10     11     15     15      6     12     12     40     23      9     12      0      0      0      0      0      0     11      0      8      0      0      0      0      0      6      0      0      0      0      0      0      0
  27       0      0      7     12     40     62     79    100    123    158    177    236    281    291    312    341    444    449    509    548    566    606    590    643    623    713    767    634    470    409    413    477    392    377    338    267    217    188    168    103     92    168    216    157    174     49     48     45    101    205     30     32     26     38     32    193     41     21     23     91     42     13     11     16     20     90      8     11     12     20     16      0     10      8     39     20     23     11      6      0      0      0      0      0     14      0      7      0      0      0      0      0      6      0      0      0      6      0      0      0
  28       0      0      6     11     32     34     68     84     98    115    127    152    238    250    264    280    340    336    352    394    449    483    448    470    455    561    638    567    482    379    398    458    374    422    322    274    254    205    155     99     77    153    186    175    154     52     40     34    100    179     29     29     34     29     26    173     43     26     33     96     46     11     14     21     28     84     10      6      6     18     10      7     10      7     54     15     13     13      6      6      0      6      0      0     14      0     13      0      0      0      0      0      0      0      0      0      0      0      0      0
  29       0      0      6     11     15     27     48     56     67     90     90    114    161    159    200    197    242    267    283    292    301    300    377    335    370    422    450    360    321    348    360    368    294    329    291    262    192    185    117     82     70    136    150    131    131     40     32     29     96    133     39     30     23     29     26    168     27     26     15     64     28     12     14     17     23     78      0      0      6     18      8      8      8      0     41     18     20     13      6      0      0      0      0      0     13      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  30       0      0      0      9     13     27     47     53     62     69     78    116    133    128    135    186    211    231    244    256    277    279    302    290    331    374    415    373    303    327    315    362    322    354    264    233    205    138    121     82     98    154    145    138    119     34     31     31     95    123     32     27     19     32     21    159     40     30     19     65     41      8     11     12     19     76      7      7      8     14     10      0      7      6     45     12     11     15     10      6      0      0      0      6     15      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  31       0      0      6     11     12     27     31     24     43     69     64     82    117    135    149    169    190    225    204    260    247    287    271    291    295    365    384    395    305    320    292    365    325    375    315    249    200    203    137     91     77    160    180    126    131     35     27     41     98    142     29     28     38     21     36    162     29     25     25     82     43     16     13     13     23     74     10      8      6     12      6      6      8     10     48     15     13      9      0      0      0      0      0      0     12      0      7      0      0      0      0      0      0      0      0      0      0      0      0      0
  32       0      0      0      6      8     23     27     49     64     61     83     98    125    169    137    181    204    191    252    255    297    263    311    326    350    375    456    403    345    335    370    455    439    475    370    327    288    245    183    123    121    185    231    175    162     52     49     41    165    194     45     40     37     29     29    216     50     30     23     76     61      9     14     14     33    100     11     12      8     29     15      6     12      6     63     25     21     24      9      6      6      0      0      0     21      6     10      0      0      0      0      0      0      0      0      0      6      0      0      0
  33       0      0      0      6     15     14     31     37     44     49     68     81    102    105    134    146    181    188    208    193    213    225    292    293    284    372    364    368    284    268    334    377    448    491    402    320    287    263    183    103    122    189    209    184    183     65     51     41    129    228     31     43     42     28     33    199     35     24     25     86     70     16     21     17     28     99     14      6      7     17     13      7      7      9     54     28     18     13      6      6      0      0      0      0     16      0     10      0      0      0      0      0      0      0      0      0      0      0      0      0
  34       0      0      6      6     12     12     25     40     37     55     58     75     99    120    142    145    157    186    226    202    236    226    246    251    294    375    386    390    314    332    355    496    431    490    491    391    378    346    261    158    143    256    325    238    194     66     66     52    174    243     57     61     42     38     32    241     48     50     45    125     69     23     22     23     36    121      9      6     14     19     26     11     10      8     63     27     43     19     14      0      7      6      9      0     21      6     14      0      0      0      0      0      0      0      0      0      6      0      0      0
  35       0      0      0      0      9     10     19     26     37     36     50     56     69     97    103    127    132    146    168    191    199    191    202    241    238    293    363    320    280    314    288    407    369    455    421    381    326    318    206    173    155    238    293    250    213     71     79     67    143    241     50     51     43     33     31    242     64     54     46    116     65     21     16     25     43    128     13     10     14     20     18     11      6     14     86     34     32     30     12      6      6      0      0      0     25      0      6      0      0      0      0      6      0      0      0      0      6      0      0      0
  36       0      0      0      0      8      9     14     21     21     38     36     34     60     64     76     85    130    103    125    144    151    159    180    181    175    210    245    272    203    201    251    299    293    404    367    324    323    286    239    148    122    234    304    219    180     63     56     65    149    233     45     58     30     27     38    223     49     47     35    111     65     23     20     14     44    117     12     10     12     33     11     11     10     12     71     33     25     16     11      6      6      6      7      6     21      6     10      0      0      0      0      6      0      0      6      0      0      0      0      0
  37       0      0      0      0      6     10     14     14     24     24     31     40     69     54     61     70     85    108    107     96    113    129    144    170    176    204    238    212    189    188    216    271    313    350    343    314    297    295    187    137    153    231    281    225    207     68     61     59    141    229     44     33     51     35     31    225     44     34     28    109     75     18     21     27     41    109      7      7      9     36     14     11      9     11     58     27     24     31     14      6      6      6      6      0     16      0     10      0      0      0      0      0      0      6      0      0      0      0      0      0
  38       0      0      0      0      6      9      6     11     23     16     29     31     46     46     72     75     75     84     91    103    101    142    120    127    155    194    191    200    166    174    216    228    284    342    343    322    291    301    228    143    155    241    315    256    210     64     62     72    160    232     59     47     43     38     29    257     59     51     31    117     69     17     20     20     39    147     16     13     11     27     18     12      9     13     71     37     18     23     10      7      6      6      0      6     21      6     10      6      0      0      0      7      0      0      0      0      7      0      0      0
  39       0      0      0      0      6      0      6     14      7     19     18     18     33     42     47     50     54     49     57     75     74     76     83     93    101    146    131    124    108    133    144    181    182    252    221    232    228    215    196    123    116    214    259    197    151     57     56     47    135    174     41     38     35     25     32    196     33     31     35    106     73     12     22     19     37     96      9      7     14     23     17      6      6      6     54     18     29     14      9      6      0      0      0      0     21      6     12      0      0      0      0      6      0      0      0      0      6      0      0      0
  40       0      0      0      0      0      0      0      6      6      9     20     16     19     30     25     28     30     35     37     36     51     59     69     68     69     72     90     92     89     76     75    111    129    174    156    125    149    165    121     92     97    136    191    141    137     42     34     41     86    156     27     35     30     27     15    143     36     22     22     67     28      7     14     12     19     87      8     10      0     12      7      6      6      8     48     18     20      9      7      0      0      0      0      0     16      6     11      0      0      0      0      0      0      0      0      0      0      0      0      0
  41       0      0      0      0      0      0      6      6      7      8     14     14     16     23     24     20     34     31     40     49     54     51     64     62     62     65     75     80     81     89     90    125    109    148    143    140    150    164    122     85     81    153    180    169    151     39     38     42     98    122     31     28     32     19     22    160     32     26     12     70     34      9     15     14     18     78     10     10      9     15     13      8      6     10     48     16     15      9      8      0      0      0      0      0     12      0      6      0      0      0      0      0      0      0      0      0      6      0      0      0
  42       0      0      0      0      6      0      6      0     20     10     20     19     24     43     46     53     53     53     65     65     82     84     78     95    119    128    145    131    120    120    146    217    194    262    240    243    256    235    204    161    153    237    319    297    247     90     71     65    199    285     59     54     41     48     40    266     49     55     39    143     75     30     21     29     35    154     17     21     13     32     22     12      8     13     77     38     30     23     13      0      6      7      6      6     39      0     21      0      6      0      0      0     10      0      0      0      6      0      0      0
  43       0      0      0      0      0      6      8      6     11     16     26     29     44     39     40     46     66     72     74     88     86     80     74     95    108    165    153    162    170    163    158    224    239    299    306    299    310    294    262    180    158    359    458    352    370     98    116    111    259    380     72     92     50     73     62    381     74     74     64    158    108     37     36     34     68    212     17     20     18     54     23     17     22     16    118     53     40     33     22      6      7      6      0      0     34     12     27      6      0      0      0      0     11      0      6      0     10      0      0      0
  44       0      0      0      0      0      6      0     11      9      6     14     21     26     30     22     37     43     57     55     54     58     68     74     69     68    106    114    123    106    122    132    155    147    206    222    232    252    224    221    152    146    273    373    349    308    124     85    114    231    347     80     80     67     54     57    362     68     56     51    174     96     24     30     43     56    182     13     14     16     47     26     21     15      9    107     51     45     33     20      7     13      6      8      6     38      8     21      6      6      0      6      6      6      0      0      0     10      0      0      0
  45       0      0      0      0      0      0      6      7      7     15     10     21     22     26     30     32     32     38     46     57     51     52     55     62     73     96    108    123     88     99    105    171    169    208    207    196    199    242    156    129    154    259    385    377    351    115     92    105    309    399     72     79     78     52     70    361     80     73     41    186     82     23     33     45     57    177     12     19     21     40     26     17     13     19    121     44     46     37     11     10      7      8      0      0     30      9     15      0      0      0      0      6      7      0      0      0      8      0      0      0
  46       0      0      0      0      0      0      0      0      0      0      0      6      6      9     10     11     11     14     15     21     18     13     14     16     25     28     26     27     26     25     28     41     50     64     67     71     60     73     63     45     40     74    128    101    108     43     28     31    100    132     20     23     25     15     26    137     23     27     21     50     32     10     10     12     18     77     10      6     10     14     10      6      6      8     46     15      9     13      6      6      0      0      0      0     16      0      7      0      0      0      0      6      0      0      0      0      0      0      0      0
  47       0      0      0      0      0      0      0      0      6      0      0      7     14      6      7      6     13     15     11     14     12      7     27     24     25     32     25     27     23     25     50     45     39     48     57     47     64     75     59     33     34     79    128    117    117     35     37     36     90    149     27     30     21     26     27    120     27     29     16     61     35     10      9      9     21     84      6      6      7     14     13      6      6      9     38     12     18     10      6      0      0      0      0      0      9      6      8      0      0      0      0      0      0      0      0      0      6      0      0      0
  48       0      0      0      0      0      0      0      0      0     10      0      6      6      6      7      6      8     10     13     15     19     24     15     19     19     28     31     22     29     31     28     45     52     59     49     62     56     59     43     34     44     84     99     76     94     38     29     28     94    133     27     30     29     20     13    134     32     17     21     72     33      6      9     12     17     74      7      9      7     10     12      6      6      0     39     16     13     10      6      0      0      0      0      0     11      6      9      0      0      0      0      0      0      0      0      0      0      0      0      0
  49       0      0      0      0      0      0      0      6      6      0      7      6     16     21     12     22     26     21     35     41     44     50     38     50     60     62     81     72     62     54     87     91     93    136    149    143    131    133    119    109     86    192    282    265    258     97    101     93    249    412     72     86     68     57     66    370     74     62     55    185    102     26     35     37     65    179     23     20     24     44     28     17      9     14    106     48     49     41     17      6     12      0      6      6     40     11     25      6      0      0      0      7      7      0      0      0      9      0      0      0
  50       0      0      0      0      0      0      0      6     10      9      7      9     18     14     28     22     27     29     43     51     42     67     47     56     68     93    102     88     73     99    121    148    142    198    206    177    187    222    173    149    154    262    440    377    396    119    156    144    404    685    150    131    122    103    112    668    148    123     90    325    181     59     43     66     89    336     41     38     39     88     55     26     23     24    207     98     86     77     37      9      7     10     13      9     67     21     30      0      6      0      6     15     12      6      6      6     11      0      0      0
  51       0      0      0      0      0      0      0      0      0      0      0      0      6      6      6      0      6      9      9      9      8     11     10     14     16     16     23     19     21     17     19     47     37     40     38     42     39     67     42     19     29     56     94     78     89     42     27     26     71    143     25     25     29     31     26    157     32     24     25     72     45     12     14     18     23     80      7      7     10     20     10      0      0     13     49     23     24     15     13      6      0      6      0      0     16      0     12      0      0      0      0      0      0      6      0      0      0      0      0      0
  52       0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      8      6     12      8      6     14      9     14     10     17     17     22     17     24     12     21     39     39     45     39     37     44     29     28     23     57     76     78     77     31     37     26     68    148     40     33     27     30     16    128     32     24     16     93     44     16     14     11     24     81     13      9      6     20     14      0      6      0     48     18     18     11      8      6      6      0      0      0     11      0      6      0      0      0      0      0      0      0      0      6      0      0      0      0
  53       0      0      0      0      0      0      0      0      0      0      6      6      0      6      6      6      6      7      6     10      8     10      6      9     13     10     22     18     19     12     17     15     13     31     33     34     31     32     27     13     16     51     68     63     75     23     28     17     45    108     27     30     33     30     15    160     30     26     20     56     48      9     14      6     23     79      7      7      6     14      9      8      6      6     39     25      7     11     12      6      6      0      0      0     11      6     11      0      0      0      0      0      0      0      0      0      6      0      0      0
  54       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      0      6      7     10      6     11     10     12      9     11     14     12     16     12     18     17     30     34     29     30     37     34     24     24     44     63     65     74     18     25     20     58    109     27     19     16     18     21    108     32     27     18     54     35     14     10     11     10     64      6      7      6     24      8      6      7      6     48     14     15     10     10      0      0      0      6      6      8      6      6      0      0      0      0      6      0      0      0      0      0      0      0      0
  55       0      0      0      0      0      0      0      0      0      0      0      0      6      6      6      6      6      0      6      6      7      9      6     11     13      9     13     17     14     12     10     19     18     28     25     31     28     25     30     16     12     36     51     49     61     19     21     26     66    105     26     22     18     20     17    125     21     23     15     56     41     13      6     10     24     66      6      7      7     19      0      7      8      6     40     18     17     13      9      0      0      0      0      0     12      6     10      0      0      0      0      0      7      0      0      0      0      0      0      0
  56       0      0      0      0      0      0      0      6      0      0      6      8     10     21      9     24     32     34     31     39     49     46     31     55     48     50     67     84     72     76     96    119    125    163    139    173    208    166    166    137    108    223    362    337    396    163    167    155    377    745    181    164    139    145    137    869    220    181    130    500    241     71     99     91    168    484     46     46     54    105     85     49     48     42    267    138    120     98     65     18     15     13     16     14    102     32     62     12     13      6      6     20     23      9     11      8     27      0      0      0
  57       0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      0      7      0     11     11      6     12     12     15     12     14     17     20     16     18     19     23     24     32     32     37     41     42     24     27     53     79     73     77     32     28     35     78    132     30     47     26     37     24    201     61     42     37    107     63     21     18     25     44    110     15     13     10     36     21     11     12     13     75     24     35     21     14      6      0      9      0      6     25      7     12      0      6      0      0      0      0      0      0      0      9      0      0      0
  58       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      6      6      6      6      0      6      8      6     15     13     13      7     14     13     22     20     25     29     32     31     29     29     17     19     35     52     55     69     26     21     17     73    117     26     31     37     32     23    202     48     26     24    115     68     10     20     19     30    107      9      6     15     18     13      6      7     12     72     26     24     23     13      0      0      0      0      7     25      9      8      0      0      0      0      0      7      0      0      0      0      0      0      0
  59       0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      6      0      6      6      6      6      0      7      8      8      8      8      8      9     19     17     19     27     27     23     31     24     28     16     30     42     48     55     25     16     19     54     93     24     25     22     20     15    125     41     28     32     96     58     10     13     12     19    117     10     10      9     21     16      7      9     14     67     34     27     24     12      0      0      0      0      0     23      7     21      0      0      6      0      8      0      0      0      0      7      0      0      0
  60       0      0      0      0      0      0      0      0      0      0      0      0      0      6     14      0     16      6     10     11     12     13     20     25     25     28     37     34     30     32     38     49     42     54     64     60     59     72     72     53     58    120    159    111    182     61     66     64    164    340     68     72     70     58     63    516    112    112    110    296    163     46     55     66    111    316     31     43     31     67     54     30     26     27    217    107     74     56     47     16     14     17     14      0     82     28     41      7      6      6      6     12     21     10      6      8     18      0      0      0
  61       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      0      6      9      6      8      6     10      9     11     22     17     19     19     22     24     26     44     39     35     31     36     37     27     26     55     82     78     92     27     32     30     92    187     39     48     47     33     43    264     75     62     53    138    125     34     29     34     68    180     18     20     17     56     26     20     15     20    144     61     58     45     28      7      8      0      0      6     39     15     33      0      6      7      0     13     14      0      6      8     16      0      0      0
  62       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      8      0      9      6      0      9      8     12     13     13      6      6      9      9     10      6     16     21     26     30      7     12      9     23     64     16     10     12     13     17     82     13     22     12     59     31     13     14     11     18     54      8      6      6     21     11      0      7      6     50     11     17     18      9      0      0      0      0      0     19      6      6      6      0      0      0      6      0      0      0      0      0      0      0      0
  63       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      0      0      0      6      6      0      0      8      6      6     10     12      7     13     11     13     10     11     11     25     20     26     10     15      6     31     46     17     11     11      6      6    100     22     24     14     49     28     15      7      9     19     63     11      0     11     20     10      6      9     10     35     25     28     12     10      0      7      0      0      0     21      6     11      0      6      0      0      0      6      0      0      0      6      0      0      0
