     xj
xi         1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77     78     79     80     81     82     83     84     85     86     87     88     89     90     91     92     93     94     95     96     97     98     99    100
  11       0      0    342    934   2121   3699   5657   7496   8691   9960  10201   7273   5710   3455   2228   1543   1196    789    602    476    395    296    286    224    206    204    209    137    111     83     86    110     85     81     80     70     58     53     36     27     24     42     53     44     37      7     10     10     28     28      6      9      6      0      6     39     10      9      0     22      8      0      0      0      0     13      0      0      0      6      0      0      0      0      6      6      0      0      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  12       0      0    178    530   1222   2363   3754   5305   6079   6714   7556   8209   7130   4290   2856   1889   1480   1008    701    505    420    348    264    260    210    248    211    162    127     96     90    123     98    120     85     67     65     66     36     33     23     49     45     42     31     10     15      6     33     43      6      0      6      6      9     44      6     13      9     17     10      0      0      0      6     11      0      0      0      6      0      0      0      0     14      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  13       0      0    146    338    877   1706   2649   4017   4788   5501   6317   7119   9042   6325   4144   2819   2092   1397   1026    730    573    459    363    333    286    256    254    212    147    127    142    138    106    137    126     77     93     88     51     37     37     59     77     63     37      9     16     18     26     50     12     12      6      6      9     52      7      9      0     26      8      0      0      6      6     27      0      6      0      0      0      0      0      0     10      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  14       0      0     64    200    450    930   1562   2480   3119   3717   4124   4777   6552   6662   4759   3376   2533   1677   1182    848    667    480    428    369    285    288    278    212    134    138    141    152    116    133    120     85     87     81     62     36     42     56     78     60     49     14     14      9     26     59     15      6      6      6      7     58     12      9      6     18     10      0      0      0      6     17      6      0      0      6      6      0      0      0     13      0      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  15       0      0     42    104    247    552    939   1499   2012   2353   2800   3345   4698   4786   4910   3859   2910   2007   1416   1011    771    583    443    354    327    298    278    208    139    159    125    131    119    154    132     95     77     84     52     46     30     58     75     51     54     15     19     12     41     64     15      8      8     12      6     55     10     13      9     22     11      6      0      0      6     18      0      0      6      6      0      0      0      0     14      6      0      0      0      0      0      0      0      0      8      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  16       0      0     23    103    182    370    632   1067   1384   1645   1937   2354   3255   3576   3968   3963   3492   2336   1679   1210    921    677    568    421    351    339    294    226    189    166    145    150    135    134    123    104    100     80     54     45     39     79     86     57     59     17     15     10     37     50     16     11     14     11      7     49     11     12      6     24     15      0      0      6      8     15      0      6      0      6      0      0      0      0      9      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  17       0      0     15     54    132    251    384    743    973   1270   1478   1905   2598   2914   3222   3426   3990   2962   2186   1551   1200    889    637    533    411    392    334    249    169    141    168    175    137    166    122    100    108     92     68     48     43     76     95     85     67     16     20     18     45     71     18      6      9     21      7     77     17     10      9     33     11      0      8      8     10     17      6      6      0      6      6      0      0      0     11      7      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  18       0      0     16     35     90    149    280    458    661    832   1033   1297   1873   2070   2318   2658   3083   2992   2412   1870   1307    974    753    623    481    468    342    280    190    170    153    173    166    157    124    110     97    103     63     47     33     75     91     87     57     13     21     17     48     64     15     14     15      7      8     64     12     11     13     24     14      0      6      0      6     23      0      0      0      7      0      6      0      0     10      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  19       0      0      6     29     60    110    195    290    435    561    701    904   1323   1565   1670   1961   2385   2368   2424   2068   1525   1177    924    712    534    433    391    285    190    185    170    207    155    145    135    128     91    110     54     46     48     87     84     95     63     20     25     15     55     73     14     15      6     16      8     80      9     13      6     33     10      6      0      6      8     25      0      0      0      6      0      0      0      0      8      6      6      0      0      0      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  20       0      0      7     11     52     71    115    192    302    436    533    682   1002   1180   1333   1465   1850   1990   2043   2054   1622   1304    996    786    618    598    398    334    237    173    184    202    178    199    161    120    113     80     76     47     55     90    103     79     69     22     12     14     59     72     15     18     11     16      9     61     16      9     10     30     10      9      7      0     12     21      6      0      0      8      6      0      0      0     10      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  21       0      0      6     12     23     46    102    157    214    302    389    517    763    849   1015   1108   1406   1452   1616   1636   1711   1447   1150    896    649    595    462    375    263    226    217    217    166    150    135     98     97     95     81     39     54    102     88     74     85     20     27     26     52     92     15     13     21      0     11     97     13      8     10     25     14      9      0      9      8     27      0      0      6      0      0      0      6      0     14      6      0      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  22       0      0      6     11     19     39     63    103    137    212    281    427    542    649    719    810   1093   1150   1320   1387   1443   1391   1197    943    721    716    535    386    272    245    208    215    180    176    151    125    116     80     66     41     43     68    110     81     69     26     26     31     46     89     14     15     10      6      8     71     11      8      7     32     19      7      6      6     10     26      0      0      0      6      0      6      0      0     12      6      7      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  23       0      0      0      6     21     22     39     89    126    168    211    281    422    487    600    688    879   1012   1016   1121   1270   1245   1227   1120    877    793    687    452    313    267    244    236    196    207    158    133     98    103     80     50     42    104     98     87     80     24     19     21     59     79     20     11     17     15     11     95     21     21      8     30     16      6      6      6      7     32      6      6      0      6      6      0      0      0      8      6      0      6      0      0      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  24       0      0      0      6      7     27     36     59     97    137    160    237    319    398    465    556    711    794    873    894    938    982   1059   1066    993    837    733    520    353    279    243    287    217    208    180    131    124    105     96     63     56     92    106     83     89     24     15     16     54     94     22     22     12     16     21     69      8     18     11     35     22      6      7      7     13     31      0      0      0      6      6      0      0      0     17      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  25       0      0      0      0     13     19     27     45     72     89    120    159    274    332    338    457    536    590    686    822    817    892    963    870    910    866    775    529    399    309    274    314    225    245    195    149    128    102     88     45     43     76    109     93     78     28     18     21     52    102     16     15     10     16     15     77     11     12     15     38     14      6      0      6      8     33      6      6      6      9      0      0      6      0     19      0      0      6      0      0      0      0      0      0      8      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  26       0      0      0      0     10     21     22     49     58    102    116    162    230    309    319    371    521    566    581    712    777    821    889    973    930   1048    957    725    480    425    354    377    281    310    209    167    155    127     83     65     62    101    120     96     85     34     24     32     75    118     27     23     18     21     16    108     21     26     10     41     28      6      6     11     11     35      0      6      0      8      6      6      0      0     24      9      7      0      0      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  27       0      0      0      0      0     12     24     27     51     79    101    118    182    233    275    327    413    481    549    606    654    724    752    806    746    992   1006    828    563    482    398    475    339    320    293    199    175    154    105     68     74    110    136    104     92     35     20     35     72    108     26     24     26     19     18    107     21     18     18     59     20      7     10     11     11     34      6      0      0     11      6      0      0      0     20      6      6      7      0      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  28       0      0      0      0      6     10      8     22     34     48     59     93    133    153    188    205    275    351    387    456    480    507    598    598    611    731    791    763    549    464    453    458    372    340    262    192    160    157    107     70     52    108    140    100     94     26     27     26     71    113     23     24     23     17     20     97     24     15     13     60     21      6      8      6     10     45      0      0      0      8      0      0      6      0     10      6      6      0      0      0      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  29       0      0      0      0      0      7      8     23     19     25     52     50     91    131    126    161    194    241    284    305    316    343    385    433    447    527    567    564    473    427    374    403    320    308    228    161    147    133     77     67     54     89     92     81     70     32     26     23     52     92     17     17     12     10     16    106     14     20     10     46     28      7      0      6      7     38      6      0      0      6      6      6      0      0     16      6      6      6      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  30       0      0      0      0      0      0     10     14     11     26     29     36     80    107     96    115    159    197    213    235    279    303    339    330    408    466    514    499    463    437    398    430    322    316    260    185    176    125     90     55     47    116     97     86     83     30     24     26     60     89     14     19     14     16     15     93     13     20     14     34     20      9      6      9     11     37      0      0      0      9      7      0      0      0     16      6      7      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  31       0      0      0      0      0      0      6     13     15     26     38     37     61     78    102    111    146    153    193    210    221    277    309    355    373    470    502    477    378    372    405    451    385    384    321    222    178    141     92     64     63     91    123     72     80     37     35     23     67    104     21     19     14     20     16     83     22     21      8     45     31      6      9      9     11     41      6      0      7      9      6      6      0      0     13      6      6      0      6      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  32       0      0      0      0      6      7      0     10     16     31     36     36     64     57     84    104    170    185    187    215    258    278    330    350    425    503    533    567    415    456    475    617    513    503    412    281    232    210    153     89    100    145    154    144    103     32     32     37     92    122     24     31     12     28     13    140     38     22     19     64     39     13      6     11     22     51      0      0      0     16     11      7      0      0     13     11      8      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  33       0      0      0      0      0      6      6     12      8     11     12     33     48     59     77     96    115    145    180    209    211    244    256    272    333    377    452    459    389    388    421    563    512    593    453    303    253    245    151     89     75    125    157    106    120     44     27     36     84    143     28     19     22     26     17    135     28     17     15     79     27     13      9     15     19     59     10      6      6     12      9      6      0      0     17      6      7      0      0      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  34       0      0      0      0      0      0      6      7     13     15     20     16     39     70     67     95    134    131    167    194    196    219    261    278    330    375    494    452    404    421    465    611    523    686    602    445    393    282    178    106    133    185    195    148    135     51     40     54    102    152     32     35     22     28     20    160     33     19     20     68     31     11     14     13     23     55      6      7      6     14      7      0      7      0     31     13     10      9      0      0      0      0      0      0     10      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  35       0      0      0      0      0      6      0      0      7     17     14     18     37     43     59     72    100    108     95    117    162    187    211    220    246    309    355    330    314    314    381    492    526    589    559    455    370    368    233    139    123    213    215    154    139     55     41     54    112    155     39     34     25     19     21    134     44     24     24     63     42     13      9     13     21     73      8      6     11     15      6      0      6      6     33      7      8      6      6      0      0      0      0      0      7      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  36       0      0      0      0      0      0      6      0      7      8     13     12     13     37     32     47     58     73     87     96    127    140    139    169    189    242    276    295    244    249    301    388    380    462    438    416    351    313    211    152    136    210    220    173    133     44     33     45     90    138     36     29     26     20     22    150     32     31     18     71     41     14      8     15     18     67      6     11      6     11     14      7      0      6     26     18     11      6      0      0      0      0      0      0      7      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  37       0      0      0      0      0      0      0      6      0      8     11      7     17     20     31     28     57     56     66     81     81    101    118    125    137    211    255    225    208    222    226    332    352    424    414    401    341    338    236    153    145    223    250    164    161     44     37     38    107    174     44     36     19     25     34    141     38     27     25     76     34     10      8     15     26     95      6      8      7     16      6      6      7      6     32     10      7     13      0      0      0      0      0      0      9      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  38       0      0      0      0      0      0      0      0      0      6      9      6     16     15     28     39     43     38     37     85     85     93     88     95    128    179    190    205    169    188    239    323    317    430    407    382    340    367    270    195    141    263    274    195    164     43     47     35    105    147     39     30     35     24     23    153     20     26     24     76     33     17      8      9     28     65     11      6      6     12     14      6      6      6     28      9      6      6      0      0      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  39       0      0      0      0      0      0      0      6      0      0      0      6      8     13     11     18     23     27     37     63     54     49     57     80     89     98    132    148    132    136    147    205    222    274    289    241    265    264    221    136    126    240    232    140    124     34     41     34     85    114     29     29     23     21     31    107     32     28     22     65     37     13     10     14     13     45      8      6      7     11     10      6      0      0     26      8      9      0      0      0      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  40       0      0      0      0      0      0      0      0      0      0      6      0      7      0     11      7     12     20     23     28     35     37     39     41     65     72     81    107     93     87     91    128    144    202    205    178    190    202    156    112     98    151    186    144    133     28     23     22     72     92     17     11     18     14     14     89     16     14     15     55     17     12      6      7     11     49      6      0      0      6      7      0      0      6     33      6     13      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  41       0      0      0      0      0      0      0      0      0      0      0      0      6     10      6      8     20     12     23     22     23     32     44     44     44     68     75     72     69     83     84    130    121    165    171    173    182    159    134     98     94    156    196    130    109     30     27     26     62     86     15     17     18     16     15     93     22     19      9     48     31     12      7     15     22     38      6      0      0     13      6      0      0      0     18      6      7      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  42       0      0      0      0      0      0      0      0      0      0      6      0      6     15     13     21     23     32     31     43     47     50     56     74     81     93    119    134    132    135    146    196    212    296    301    328    289    332    254    166    195    328    405    278    209     65     66     57    141    204     34     42     28     30     27    160     33     44     32     74     42     17     11     16     25     84      6     11      6     20     17      9      0     10     50     19      8     11      7      0      0      0      0      0      9      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  43       0      0      0      0      0      0      0      0      0      0      0      6      9     13     16     20     26     20     28     47     51     51     49     84     78     86    167    155    132    138    158    233    220    330    344    326    366    348    276    200    239    404    534    430    339    103     93     80    196    282     61     58     46     36     40    263     56     40     51    134     65     22     17     17     33    136     13      9     11     35     19     12      6      7     60     23     19     10      7      0      0      0      6      0     14      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  44       0      0      0      0      0      0      0      0      0      0      0      0      6      6     11     14     15     21     26     32     25     40     47     48     61     82     94    105     80     96    118    180    187    241    251    243    241    290    247    162    166    351    476    386    354    105     96     76    194    277     57     62     51     33     39    234     58     38     32    116     58     20     18     20     38    143      7     11      8     23     20      9      9      6     69     23     26      8      6      0      0      7      0      0     11      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  45       0      0      0      0      0      0      0      0      0      0      0      6      6      6      9      7      9     17     15     20     25     19     41     43     55     69     84     65     75     78     79    106    130    194    223    195    240    248    183    156    162    315    409    351    335    111    116    112    257    313     67     72     57     41     45    269     54     44     35    105     72     14     28     22     33    120     14     11      8     30     24      6      8     10     80     24     10     16      7      0      0      6      0      0     14      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  46       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      9      6      6      6      8      6      9     18     17     28     26     14     27     18     48     37     60     77     46     64     67     46     65     47     95    134    121    130     43     36     29     72    138     23     18     22     11     14     84     18     17     12     46     21      0      6      6     19     42      0      0      6      7      6      0      7      0     26      7     13      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  47       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      6      6      8      6      6     14     10     24     22     25     12     28     17     34     46     57     52     71     74     71     66     46     47     92    142    124    116     25     36     35     74    125     22     25     18      9     17     88     17      9     15     33     19     10      0      6     12     43      0      0      6      6      6      0      0      0     15     12      7      0      6      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  48       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      9     12     12     15     11     12     20     20     30     28     25     24     30     49     56     52     67     72     51     41     41     99    113    119    103     31     39     39     96    138     22     17     15     14     11     71     13     10     11     30     27     11     11     10     10     50      6      6      6      7      6      0      0      0     21      6      6      8      6      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  49       0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      6      8      8     12     14     18     14     31     31     33     44     56     48     54     57     67     83    104    123    147    153    171    142    101    108    191    325    304    322     88    117    101    222    354     60     68     39     47     40    253     61     43     37    111     60     20     17     31     29    115     11     14     13     34     20      6     10     16     67     23     22     13      6      0      0      0      0      0     11      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  50       0      0      0      0      0      0      0      0      0      0      0      0      6      6     10      6     11     11      9     18     13     24     25     35     36     52     62     75     68     74     61    124    118    187    170    183    204    227    211    137    157    329    482    433    462    183    149    132    459    644    119     95    102     81     89    515     95     69     64    213    101     37     28     42     61    225     33     23     32     51     37     24     18     19    129     51     44     24     14      7      6      8      0      0     29     12     12      0      0      0      0      6      6      0      0      0      0      0      0      0
  51       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      0      7      8     12      8      7      8     15     13     16     28     23     44     29     42     50     31     30     24     64     85     94     81     34     35     31     89    137     38     24     32     28     28    139     24     18     14     35     25      7     13     11      9     55     11      8      6     19     12      0      6      0     36     12      7     13      6      0      0      0      0      0      8      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  52       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      6      0      0      6     14     18     13     11      9     17     23     35     40     42     28     35     35     34     33     56     80     85     86     26     35     32     89    139     41     33     29     25     24    135     23     15     18     58     21     12     11      9     17     54      0      6      6     11      8      0      6      6     29      9     10      6      6      0      0      0      0      0      9      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  53       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6     14      8     14     14     15     14     22     15     28     26     29     34     23     16     60     67     73     75     27     30     24     66    124     27     24     21     13     20    112     24     25     10     49     18     10      9      6     11     48      7      6      7      7      7      0      8      6     29     11     13      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  54       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      0      6      0      8     13      9     11      8     17     17     24     21     23     25     33     28     21     27     45     70     69     70     28     26     28     72    104     25     25     23     17     25    124     27     16     19     41     22     12      0     11     11     47      9      6      0      6      6      6      7      0     32     15      6      6      6      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  55       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      7      6      7     10      6      7      7      8     17     19     35     18     27     27     26     14     15     37     75     62     85     20     26     23     78    109     25     25     17     18     21    110     17     25     10     50     31      8      6      0      8     36     10      0      6     15      9      0      6      0     23      9     15      7      0      0      0      0      0      0      7      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  56       0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      6      0      6      9      6     16     21     12     16     33     29     41     35     53     55     84     82    102    141    108    157    156    134    112     97    255    395    367    418    157    150    145    426    757    173    156    153    134    137    883    154    119    108    342    190     52     45     51     91    311     38     36     44     84     46     27     37     37    221     78     56     53     34      0      6      9      6      9     61     15     32      6      6      0      6      6      0      0      0      0      6      0      0      0
  57       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      6      7      6      0      6      7      7      6     14      8     21     16     29     30     37     21     18     11     62     60     71     80     38     20     30     95    160     34     45     37     28     35    186     41     41     26     76     52     12     17      7     23     69      9     12      8     13     11      6      6      6     49     23     23     11      9      6      0      0      0      0     16      0      8      0      0      0      0      0      7      0      0      0      0      0      0      0
  58       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      6      7     11      6      6      6      7     17      9     17     18     16     26     20     22     20     20     43     56     58     50     35     22     30     77    133     35     26     25     19     17    161     43     35     36     83     42     11     19     16     24     78      9      7      7     10     16     10      0      0     47     18     19     14      9      6      0      6      0      0     10      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  59       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      6      0      6      7      6     10     17     17      7     22     23     14     15     13     23     43     45     55     22     17     21     56    118     28     26     26     21     18    137     33     29     22     72     26      7      6     11     20     68      6      6      6      8      8      6      7      6     28     12     13     10      6      0      6      6      0      6     11      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  60       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      7      0      9      7     11      7      9     14     19     10     11     22     32     50     39     55     70     42     40     43     84    133    143    150     62     64     67    183    326     70     71     75     71     73    496    107     94     78    298    138     31     34     44     79    225     26     23     23     41     34     20     20     20    127     66     51     43     28     11      0      0     15      0     42     10     29      0      6      6      6      6      6      0      0      0      0      0      0      0
  61       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      0      0      6      6      7      6      6     14     10     17     24     24     19     27     16     15     20     44     67     53     72     27     28     39    102    198     46     57     44     39     21    302     59     53     41    159     90     21     17     24     56    126     12     19     16     33     19     20     12     14     73     37     37     35     11     10      0      6      0      6     37      9     19      6      0      0      0      6      6      0      0      0      6      0      0      0
  62       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      0      0      0      6      7      7      8     10      8      8      0      6     18     27     22     21      6      9     10     27     53     11     14     13      9     12     95     21     18     24     51     25     14      9      9     10     57      0      0      0      8      7      0      0      6     31     11      7     13      0      0      0      0      0      0      7      0      6      0      0      0      0      0      0      0      0      0      6      0      0      0
  63       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      0      0      0      0      6      8     11      7     10      6      0      0      8     13     17     15      7     12     15     25     55      8      8     17     14     14     91     21     18     15     46     25      8     11     11     20     52      0      0      0     13      6      7      0      8     23     15      8      6      6      0      0      0      0      0     13      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
