     xj
xi         1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77     78     79     80     81     82     83     84     85     86     87     88     89     90     91     92     93     94     95     96     97     98     99    100
112, 134, 137, 132, 128, 164, 170, 174, 197, 191, 197, 237, 232, 
230, 249, 284, 266, 299, 253, 307, 387, 385, 339, 312, 328, 361, 
439, 384, 428, 388, 314, 277, 253, 164, 124, 121, 185, 223, 169, 
144, 47, 42, 41, 111, 138, 27, 30, 23, 21, 22, 128, 23, 14, 15, 
58, 22, 13, 7, 8, 6, 28, 0, 0, 0, 7, 8, 0, 0, 0, 12, 6, 6, 6, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 98, 95, 97, 117, 133, 145, 136, 148, 130, 151, 216, 
193, 220, 215, 280, 222, 250, 251, 250, 233, 284, 305, 280, 353, 
418, 400, 328, 359, 351, 459, 425, 526, 448, 397, 356, 343, 217, 
165, 170, 228, 270, 253, 180, 55, 49, 60, 133, 198, 32, 30, 28, 
22, 14, 163, 31, 18, 22, 64, 27, 10, 0, 7, 18, 51, 0, 0, 6, 11, 
7, 0, 0, 0, 22, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 74, 84, 78, 94, 108, 112, 
117, 135, 137, 139, 191, 156, 209, 189, 208, 200, 237, 215, 221, 
253, 220, 248, 234, 313, 323, 291, 261, 278, 315, 412, 367, 464, 
427, 386, 348, 354, 227, 145, 127, 258, 284, 246, 190, 70, 58, 
62, 138, 215, 45, 45, 36, 25, 26, 175, 36, 22, 25, 71, 28, 12, 
8, 11, 17, 59, 6, 8, 6, 10, 0, 6, 0, 6, 18, 7, 6, 6, 0, 0, 0, 
0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
63, 70, 59, 79, 98, 118, 103, 115, 102, 115, 139, 153, 148, 150, 
181, 168, 188, 169, 196, 199, 193, 189, 204, 232, 269, 265, 209, 
225, 224, 316, 341, 391, 372, 306, 290, 301, 200, 136, 128, 266, 
263, 218, 200, 60, 49, 45, 131, 195, 32, 26, 29, 29, 28, 148, 
32, 26, 22, 60, 36, 7, 15, 9, 8, 42, 6, 0, 0, 6, 8, 0, 0, 6, 
20, 9, 8, 6, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 43, 73, 71, 75, 79, 84, 105, 119, 100, 
109, 116, 118, 145, 138, 140, 157, 149, 156, 163, 174, 159, 170, 
183, 189, 241, 235, 186, 208, 193, 274, 286, 352, 337, 319, 296, 
277, 207, 148, 136, 242, 297, 216, 194, 72, 45, 59, 150, 198, 
43, 31, 28, 25, 26, 163, 25, 18, 20, 70, 40, 7, 12, 10, 24, 56, 
6, 6, 6, 7, 6, 6, 6, 0, 19, 6, 6, 0, 0, 0, 0, 0, 0, 0, 6, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 54, 59, 68, 
65, 80, 77, 87, 84, 92, 117, 150, 105, 130, 113, 133, 147, 154, 
159, 171, 164, 185, 179, 195, 228, 227, 191, 171, 185, 255, 255, 
321, 309, 288, 280, 295, 227, 158, 148, 286, 290, 244, 242, 76, 
71, 60, 127, 204, 50, 52, 33, 46, 39, 188, 51, 31, 27, 69, 38, 
9, 6, 13, 29, 61, 7, 6, 0, 12, 6, 0, 0, 6, 40, 8, 11, 0, 6, 0, 
0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 31, 57, 50, 39, 52, 57, 63, 58, 65, 80, 93, 84, 95, 104, 109, 
87, 105, 110, 94, 108, 108, 113, 123, 147, 152, 157, 122, 140, 
149, 180, 167, 222, 217, 189, 190, 227, 160, 104, 102, 208, 235, 
205, 171, 40, 55, 57, 148, 184, 35, 34, 34, 29, 22, 154, 28, 
42, 32, 68, 28, 14, 6, 6, 13, 61, 0, 6, 6, 6, 0, 7, 0, 6, 34, 
10, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 16, 31, 47, 35, 46, 43, 45, 42, 43, 48, 
57, 59, 66, 50, 73, 81, 72, 76, 63, 87, 78, 94, 72, 92, 106, 
98, 84, 84, 95, 131, 122, 141, 142, 140, 149, 166, 128, 73, 98, 
166, 180, 141, 128, 50, 29, 41, 95, 137, 32, 17, 19, 25, 22, 
125, 32, 18, 14, 54, 26, 10, 7, 7, 16, 39, 6, 0, 6, 0, 6, 0, 
0, 0, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 32, 26, 43, 27, 35, 25, 38, 
40, 48, 52, 50, 46, 60, 61, 72, 75, 65, 69, 74, 64, 50, 92, 74, 
79, 100, 83, 85, 89, 94, 106, 122, 143, 127, 131, 127, 113, 71, 
87, 139, 188, 138, 174, 43, 34, 31, 96, 140, 25, 24, 26, 23, 
20, 146, 29, 26, 11, 55, 28, 6, 14, 7, 10, 33, 6, 0, 6, 11, 6, 
0, 0, 6, 30, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 42, 42, 50, 47, 56, 64, 
76, 84, 87, 85, 87, 100, 138, 122, 122, 121, 126, 120, 129, 136, 
145, 128, 145, 160, 168, 115, 149, 159, 205, 194, 221, 254, 242, 
220, 208, 197, 146, 153, 253, 347, 266, 260, 76, 87, 69, 146, 
271, 47, 57, 45, 41, 42, 245, 47, 32, 28, 106, 39, 17, 20, 15, 
23, 98, 0, 6, 10, 24, 9, 8, 6, 0, 39, 19, 12, 6, 0, 0, 0, 0, 
0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 
72, 84, 67, 65, 75, 91, 84, 72, 91, 122, 110, 113, 134, 147, 
144, 133, 143, 184, 153, 158, 158, 159, 183, 213, 186, 152, 170, 
167, 223, 234, 308, 262, 268, 276, 284, 249, 182, 153, 357, 419, 
370, 337, 128, 102, 118, 255, 362, 86, 73, 68, 53, 47, 375, 68, 
50, 50, 147, 71, 23, 32, 23, 41, 111, 11, 12, 11, 28, 15, 6, 
10, 10, 64, 20, 12, 6, 7, 0, 0, 6, 0, 0, 15, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 45, 47, 54, 56, 66, 58, 
67, 81, 88, 100, 94, 107, 100, 118, 99, 121, 107, 119, 123, 130, 
132, 118, 131, 165, 149, 131, 124, 150, 205, 169, 226, 204, 182, 
214, 213, 174, 127, 139, 226, 355, 321, 287, 115, 96, 96, 231, 
376, 71, 74, 60, 58, 66, 324, 59, 66, 40, 139, 71, 24, 23, 27, 
43, 127, 12, 13, 7, 31, 18, 6, 7, 6, 63, 21, 11, 11, 7, 6, 0, 
6, 0, 0, 11, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 37, 44, 36, 43, 44, 66, 50, 60, 66, 66, 116, 92, 103, 102, 
112, 138, 91, 102, 120, 110, 112, 104, 107, 158, 147, 152, 116, 
120, 106, 170, 153, 231, 211, 189, 204, 204, 163, 124, 133, 248, 
365, 305, 313, 111, 73, 77, 249, 414, 95, 87, 78, 57, 61, 362, 
57, 62, 49, 133, 86, 25, 30, 34, 44, 118, 9, 12, 18, 33, 16, 
9, 11, 7, 59, 15, 19, 11, 7, 0, 0, 0, 0, 0, 10, 6, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 15, 13, 10, 20, 12, 22, 
14, 21, 27, 28, 34, 28, 23, 35, 33, 41, 38, 39, 35, 30, 32, 39, 
42, 59, 47, 31, 32, 41, 34, 57, 74, 60, 46, 52, 53, 60, 43, 34, 
69, 101, 76, 109, 30, 43, 27, 87, 126, 25, 23, 25, 25, 13, 131, 
24, 15, 17, 47, 31, 13, 6, 10, 12, 57, 6, 10, 6, 13, 10, 0, 0, 
0, 11, 0, 6, 6, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 16, 14, 13, 20, 21, 22, 20, 19, 
18, 18, 32, 26, 24, 27, 34, 27, 23, 33, 37, 34, 40, 38, 32, 49, 
51, 38, 48, 40, 57, 50, 69, 76, 57, 58, 62, 58, 37, 36, 83, 85, 
80, 98, 34, 34, 16, 69, 146, 24, 18, 23, 16, 23, 137, 23, 24, 
15, 66, 26, 11, 6, 7, 10, 46, 0, 0, 6, 12, 6, 6, 6, 6, 18, 6, 
6, 6, 6, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 11, 6, 13, 18, 13, 26, 16, 16, 20, 12, 25, 19, 
27, 28, 30, 31, 32, 36, 29, 32, 33, 37, 35, 38, 34, 38, 36, 46, 
35, 36, 45, 47, 64, 64, 56, 53, 44, 24, 34, 59, 110, 88, 85, 
25, 40, 31, 86, 123, 32, 23, 23, 16, 12, 154, 23, 25, 9, 62, 
37, 8, 9, 9, 15, 70, 6, 0, 0, 10, 6, 6, 0, 6, 24, 7, 10, 0, 0, 
0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 28, 35, 24, 37, 45, 48, 45, 48, 46, 54, 70, 58, 73, 69, 
71, 86, 73, 90, 89, 92, 108, 87, 98, 113, 132, 102, 95, 98, 104, 
117, 108, 155, 163, 142, 144, 139, 120, 76, 76, 191, 281, 212, 
237, 89, 78, 82, 251, 362, 78, 72, 59, 53, 59, 383, 77, 70, 44, 
181, 74, 21, 22, 22, 39, 146, 13, 9, 15, 38, 22, 9, 12, 13, 64, 
25, 25, 21, 8, 6, 0, 0, 0, 0, 15, 0, 6, 0, 0, 0, 0, 0, 6, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 58, 47, 60, 61, 61, 61, 69, 67, 76, 74, 
101, 90, 105, 92, 98, 113, 114, 140, 115, 125, 143, 129, 154, 
149, 166, 181, 132, 152, 139, 188, 195, 227, 244, 217, 226, 233, 
188, 143, 126, 263, 401, 341, 365, 144, 143, 135, 360, 637, 140, 
126, 125, 104, 110, 696, 131, 115, 87, 299, 142, 55, 38, 50, 
90, 275, 25, 20, 36, 64, 44, 25, 24, 21, 116, 34, 41, 29, 12, 
6, 6, 6, 0, 6, 22, 10, 12, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 13, 13, 14, 8, 11, 8, 10, 15, 20, 20, 17, 19, 16, 21, 
24, 19, 27, 27, 32, 23, 24, 36, 30, 21, 38, 37, 35, 30, 30, 41, 
42, 35, 56, 46, 56, 51, 46, 25, 24, 47, 78, 56, 69, 22, 19, 26, 
73, 131, 31, 29, 25, 29, 24, 145, 30, 25, 26, 69, 33, 12, 9, 
23, 29, 70, 7, 7, 0, 0, 10, 8, 0, 6, 33, 11, 9, 8, 0, 0, 0, 0, 
0, 0, 8, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 
12, 10, 6, 15, 14, 17, 8, 14, 21, 15, 17, 22, 18, 31, 17, 27, 
32, 22, 25, 29, 35, 30, 30, 31, 22, 24, 23, 29, 40, 31, 38, 52, 
35, 30, 39, 36, 19, 24, 54, 81, 55, 82, 14, 24, 33, 95, 119, 
34, 34, 24, 19, 26, 128, 32, 27, 24, 79, 33, 12, 10, 20, 18, 
72, 0, 7, 7, 6, 9, 6, 6, 6, 34, 16, 7, 7, 0, 0, 0, 0, 0, 0, 9, 
6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 10, 
9, 10, 14, 6, 9, 8, 14, 12, 16, 13, 18, 17, 19, 17, 25, 16, 23, 
19, 21, 24, 27, 23, 21, 34, 22, 17, 39, 36, 36, 32, 40, 35, 42, 
33, 21, 19, 43, 55, 49, 60, 14, 13, 32, 73, 107, 35, 21, 24, 
16, 16, 124, 27, 26, 18, 74, 35, 6, 7, 6, 12, 58, 6, 6, 6, 8, 
10, 6, 0, 6, 23, 10, 0, 8, 6, 0, 0, 0, 0, 0, 10, 0, 6, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 14, 9, 6, 13, 14, 
10, 15, 11, 13, 14, 24, 13, 11, 26, 19, 24, 18, 16, 15, 16, 18, 
32, 31, 25, 23, 19, 19, 21, 33, 37, 37, 25, 40, 36, 19, 23, 21, 
42, 52, 41, 43, 20, 21, 16, 58, 101, 28, 24, 17, 18, 13, 112, 
33, 37, 19, 69, 30, 12, 6, 10, 15, 54, 7, 7, 6, 15, 9, 7, 6, 
6, 23, 13, 8, 6, 6, 6, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 9, 11, 8, 14, 9, 11, 6, 9, 
10, 17, 11, 16, 15, 15, 13, 19, 23, 22, 27, 16, 19, 31, 25, 26, 
26, 16, 22, 26, 28, 49, 33, 19, 33, 35, 22, 22, 31, 41, 68, 53, 
55, 14, 18, 27, 55, 91, 20, 20, 22, 18, 17, 123, 18, 24, 20, 
44, 32, 12, 17, 8, 18, 56, 6, 11, 8, 13, 9, 6, 6, 6, 31, 15, 
7, 11, 8, 0, 0, 0, 0, 0, 11, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 77, 55, 60, 71, 62, 60, 70, 59, 77, 71, 99, 
102, 99, 112, 109, 122, 115, 126, 119, 127, 116, 136, 141, 188, 
149, 152, 152, 132, 135, 191, 192, 210, 223, 185, 229, 235, 177, 
127, 111, 234, 407, 299, 319, 117, 123, 112, 310, 618, 137, 149, 
116, 116, 112, 847, 178, 156, 126, 455, 265, 78, 69, 77, 130, 
457, 58, 50, 43, 93, 64, 36, 29, 42, 227, 91, 71, 76, 32, 14, 
10, 6, 6, 12, 63, 19, 22, 0, 6, 0, 0, 6, 10, 6, 0, 6, 8, 0, 0, 
0, 0, 0, 13, 11, 11, 12, 17, 11, 15, 12, 13, 19, 8, 13, 22, 27, 
36, 23, 29, 19, 21, 25, 31, 26, 37, 28, 28, 34, 24, 38, 37, 39, 
42, 40, 44, 43, 46, 43, 39, 15, 21, 57, 84, 80, 75, 29, 23, 24, 
68, 110, 31, 24, 39, 22, 23, 187, 40, 28, 25, 108, 55, 19, 7, 
30, 39, 103, 6, 7, 7, 19, 24, 15, 10, 14, 67, 20, 16, 13, 12, 
0, 0, 0, 0, 6, 17, 6, 10, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 8, 14, 11, 6, 9, 13, 7, 15, 13, 11, 19, 17, 12, 14, 
18, 15, 23, 32, 24, 28, 21, 22, 28, 21, 21, 29, 27, 22, 26, 29, 
42, 45, 45, 36, 31, 41, 36, 26, 31, 56, 60, 60, 60, 19, 30, 19, 
59, 87, 31, 27, 23, 19, 23, 172, 34, 36, 27, 97, 56, 13, 22, 
19, 37, 84, 9, 6, 19, 25, 22, 7, 11, 6, 46, 26, 24, 13, 11, 0, 
0, 7, 0, 0, 16, 6, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 12, 13, 10, 13, 11, 14, 13, 14, 7, 9, 14, 12, 11, 9, 12, 
11, 12, 14, 18, 23, 10, 23, 22, 35, 25, 24, 15, 19, 33, 33, 22, 
37, 39, 30, 31, 38, 18, 27, 22, 35, 53, 58, 46, 11, 15, 17, 43, 
94, 19, 23, 21, 20, 19, 146, 25, 32, 21, 83, 45, 13, 21, 11, 
20, 89, 11, 6, 7, 17, 14, 6, 7, 10, 52, 28, 21, 13, 6, 0, 0, 
0, 0, 6, 12, 0, 6, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 35, 31, 29, 37, 33, 37, 37, 24, 32, 44, 47, 35, 45, 45, 58, 
54, 53, 54, 47, 56, 69, 55, 60, 67, 76, 94, 71, 61, 60, 84, 81, 
135, 111, 95, 102, 112, 75, 64, 81, 114, 184, 164, 164, 62, 54, 
62, 138, 285, 76, 67, 45, 56, 57, 436, 116, 110, 80, 261, 175, 
45, 46, 55, 85, 335, 36, 29, 36, 73, 44, 24, 32, 26, 177, 69, 
71, 43, 28, 13, 8, 12, 6, 15, 59, 6, 21, 6, 0, 6, 0, 0, 6, 6, 
0, 0, 6, 0, 0, 0, 0, 0, 20, 11, 11, 16, 16, 22, 17, 14, 12, 14, 
28, 29, 30, 31, 29, 26, 30, 36, 25, 28, 27, 29, 30, 41, 37, 44, 
41, 33, 39, 60, 39, 58, 74, 56, 68, 68, 47, 30, 36, 61, 92, 92, 
79, 23, 34, 29, 90, 177, 44, 40, 37, 29, 31, 234, 54, 38, 52, 
154, 85, 28, 27, 32, 46, 193, 23, 18, 17, 46, 32, 15, 16, 18, 
125, 47, 46, 33, 16, 6, 7, 0, 11, 8, 35, 8, 17, 0, 0, 0, 0, 6, 
0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 7, 0, 6, 7, 6, 7, 7, 6, 8, 7, 9, 
10, 6, 6, 12, 11, 6, 10, 8, 8, 10, 6, 6, 26, 12, 11, 9, 12, 13, 
16, 20, 20, 13, 14, 24, 22, 24, 10, 8, 19, 35, 32, 29, 9, 11, 
6, 35, 46, 16, 13, 12, 7, 19, 71, 24, 12, 11, 52, 31, 9, 8, 8, 
21, 59, 10, 6, 7, 16, 10, 6, 6, 7, 36, 19, 16, 7, 6, 6, 0, 0, 
0, 6, 13, 0, 7, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, 6, 0, 0, 6, 17, 6, 0, 6, 0, 6, 8, 8, 8, 18, 7, 7, 8, 6, 14, 
11, 10, 9, 12, 11, 10, 7, 13, 11, 25, 17, 20, 12, 17, 14, 16, 
18, 9, 22, 28, 41, 19, 23, 8, 7, 14, 29, 50, 10, 11, 10, 12, 
10, 61, 19, 10, 14, 51, 26, 11, 8, 13, 19, 64, 12, 0, 6, 19, 
7, 6, 0, 8, 41, 14, 16, 11, 9, 0, 0, 0, 0, 0, 11, 6, 9, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 7, 6, 6, 6, 6, 
6, 12, 6, 6, 10, 10, 7, 6, 14, 11, 6, 8, 18, 15, 14, 6, 11, 16, 
15, 18, 7, 10, 9, 13, 26, 18, 16, 24, 26, 12, 7, 10, 23, 40, 
36, 27, 6, 7, 15, 36, 50, 10, 10, 11, 7, 10, 79, 16, 19, 24, 
44, 33, 8, 15, 9, 22, 69, 8, 7, 6, 22, 10, 0, 6, 6, 45, 13, 19, 
12, 6, 0, 6, 0, 0, 0, 18, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
0, 0, 0, 0, 0, 8, 8, 13, 15, 8, 15, 12, 8, 13, 6, 25, 13, 9, 
10, 22, 23, 17, 22, 16, 16, 18, 23, 22, 29, 19, 27, 20, 19, 28, 
29, 31, 28, 29, 24, 37, 38, 26, 18, 18, 41, 45, 35, 50, 19, 24, 
24, 41, 76, 31, 19, 20, 10, 17, 129, 33, 23, 21, 79, 43, 20, 
11, 13, 41, 122, 11, 12, 11, 23, 15, 12, 13, 12, 78, 21, 27, 
24, 8, 6, 6, 6, 6, 9, 29, 10, 14, 0, 0, 0, 0, 6, 0, 0, 0, 0, 
8, 0, 0, 0, 0, 0, 40, 37, 35, 43, 40, 46, 40, 43, 42, 35, 28, 
41, 41, 40, 50, 59, 60, 62, 53, 51, 53, 51, 65, 65, 85, 75, 54, 
60, 67, 83, 103, 109, 108, 108, 114, 95, 93, 58, 68, 134, 179, 
159, 176, 54, 64, 62, 155, 301, 62, 67, 58, 52, 67, 417, 114, 
84, 89, 296, 193, 59, 43, 71, 102, 383, 48, 48, 38, 100, 73, 
41, 37, 41, 276, 124, 101, 86, 56, 15, 18, 18, 18, 19, 117, 28, 
68, 7, 7, 7, 6, 13, 17, 9, 6, 6, 20, 0, 0, 0, 0, 0, 6, 0, 0, 
6, 0, 6, 7, 0, 0, 0, 8, 7, 6, 6, 6, 6, 6, 6, 6, 6, 0, 8, 6, 7, 
6, 0, 6, 9, 0, 8, 10, 8, 7, 11, 15, 10, 10, 8, 6, 11, 13, 12, 
19, 6, 6, 6, 15, 31, 7, 9, 0, 10, 8, 44, 14, 9, 0, 25, 14, 9, 
6, 9, 8, 46, 6, 7, 0, 11, 9, 0, 0, 0, 32, 14, 6, 10, 6, 0, 0, 
0, 0, 0, 18, 0, 7, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 6, 0, 0, 6, 6, 0, 6, 0, 0, 6, 0, 0, 0, 0, 6, 6, 0, 6, 7, 6, 
0, 0, 0, 6, 8, 13, 12, 0, 6, 6, 13, 9, 14, 14, 6, 6, 6, 7, 9, 
7, 7, 16, 19, 6, 0, 8, 21, 29, 6, 14, 0, 6, 7, 35, 12, 6, 10, 
33, 21, 6, 6, 0, 6, 38, 6, 6, 0, 10, 11, 9, 6, 0, 35, 14, 12, 
12, 6, 0, 0, 0, 0, 0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 6, 8, 0, 6, 0, 0, 6, 6, 0, 6, 6, 6, 6, 9, 6, 0, 
0, 7, 6, 6, 8, 0, 0, 6, 13, 13, 6, 8, 6, 7, 8, 8, 16, 8, 8, 6, 
9, 0, 7, 11, 19, 16, 18, 7, 8, 7, 21, 31, 6, 11, 10, 11, 6, 27, 
12, 10, 8, 27, 29, 6, 0, 6, 16, 49, 8, 6, 9, 16, 6, 6, 6, 6, 
50, 11, 13, 15, 9, 0, 0, 0, 6, 0, 9, 0, 6, 0, 6, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 6, 14, 10, 9, 11, 9, 6, 8, 0, 
7, 9, 18, 9, 12, 10, 9, 15, 16, 13, 12, 15, 14, 16, 21, 12, 16, 
26, 20, 12, 25, 28, 27, 27, 20, 26, 21, 19, 16, 41, 37, 40, 30, 
11, 18, 12, 32, 59, 18, 19, 15, 9, 16, 92, 25, 21, 25, 78, 42, 
17, 13, 11, 24, 73, 7, 10, 11, 24, 13, 8, 10, 11, 64, 41, 33, 
32, 19, 0, 6, 6, 6, 6, 35, 9, 18, 0, 6, 0, 0, 6, 6, 0, 0, 0, 
6, 0, 0, 0, 0, 0, 10, 6, 8, 0, 6, 11, 0, 0, 6, 6, 10, 6, 8, 0, 
6, 6, 11, 7, 6, 6, 9, 12, 10, 9, 17, 12, 11, 10, 13, 13, 18, 
19, 19, 17, 15, 12, 12, 11, 7, 27, 30, 39, 27, 8, 6, 6, 20, 30, 
10, 7, 8, 13, 8, 57, 19, 20, 12, 44, 29, 6, 8, 13, 14, 51, 6, 
7, 9, 14, 15, 7, 6, 6, 69, 28, 28, 19, 11, 6, 6, 0, 0, 0, 19, 
6, 14, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 
0, 0, 6, 0, 0, 6, 0, 0, 6, 0, 0, 7, 0, 0, 0, 6, 0, 6, 0, 7, 6, 
6, 6, 6, 0, 7, 8, 7, 13, 11, 10, 6, 13, 7, 7, 6, 7, 16, 11, 13, 
6, 6, 6, 11, 21, 6, 7, 12, 6, 6, 39, 11, 8, 6, 23, 12, 0, 6, 
8, 14, 41, 6, 8, 6, 8, 6, 6, 6, 6, 40, 16, 15, 7, 9, 0, 6, 0, 
0, 0, 10, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6, 0, 0, 0, 6, 7, 6, 6, 6, 8, 0, 
0, 6, 7, 6, 6, 0, 0, 0, 7, 6, 10, 7, 6, 8, 7, 9, 6, 6, 7, 12, 
23, 12, 6, 8, 6, 17, 25, 7, 8, 0, 0, 7, 36, 13, 11, 0, 22, 15, 
6, 7, 10, 14, 36, 6, 0, 8, 8, 9, 6, 6, 6, 32, 14, 11, 10, 6, 
0, 0, 0, 0, 0, 16, 6, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 
0, 0, 0, 6, 0, 6, 6, 0, 6, 0, 0, 0, 0, 0, 6, 0, 6, 7, 7, 6, 6, 
7, 6, 6, 6, 6, 10, 0, 8, 7, 8, 6, 7, 6, 9, 9, 8, 6, 8, 6, 6, 
6, 11, 8, 19, 14, 6, 7, 0, 11, 21, 6, 6, 6, 6, 0, 39, 6, 10, 
6, 16, 14, 6, 0, 8, 17, 39, 6, 0, 7, 10, 11, 9, 0, 7, 25, 17, 
18, 11, 0, 6, 6, 6, 0, 0, 15, 6, 16, 0, 0, 0, 0, 6, 6, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 19, 14, 33, 25, 23, 32, 24, 21, 24, 22, 
27, 21, 27, 18, 40, 28, 34, 22, 38, 30, 38, 26, 32, 40, 47, 41, 
44, 33, 32, 44, 52, 62, 60, 65, 53, 68, 39, 39, 37, 71, 101, 
90, 103, 32, 30, 27, 108, 179, 44, 34, 36, 25, 45, 243, 61, 53, 
51, 163, 92, 39, 33, 39, 62, 280, 34, 27, 34, 65, 60, 28, 29, 
18, 245, 117, 103, 88, 70, 15, 13, 15, 16, 15, 113, 30, 76, 6, 
17, 7, 9, 19, 19, 0, 10, 11, 24, 0, 0, 0, 0, 0, 9, 6, 8, 12, 
10, 12, 9, 10, 9, 6, 17, 11, 7, 13, 9, 6, 12, 18, 12, 11, 8, 
8, 9, 14, 25, 11, 14, 9, 9, 17, 20, 21, 27, 22, 25, 24, 15, 11, 
14, 24, 49, 48, 39, 20, 18, 15, 45, 84, 16, 20, 21, 22, 12, 100, 
28, 18, 24, 87, 41, 13, 15, 22, 38, 112, 12, 7, 14, 41, 18, 15, 
10, 11, 117, 51, 49, 40, 21, 9, 6, 6, 6, 9, 67, 25, 38, 0, 0, 
6, 6, 15, 20, 9, 6, 0, 15, 0, 0, 0, 0, 0, 0, 6, 8, 6, 6, 10, 
13, 8, 6, 8, 9, 14, 16, 6, 16, 11, 13, 9, 13, 15, 10, 15, 12, 
10, 10, 15, 10, 8, 11, 9, 17, 28, 20, 24, 28, 23, 18, 15, 16, 
26, 31, 40, 41, 10, 12, 13, 37, 62, 14, 17, 10, 10, 13, 89, 26, 
19, 23, 74, 39, 16, 18, 19, 20, 118, 14, 13, 14, 38, 24, 8, 10, 
17, 104, 41, 51, 45, 31, 6, 12, 8, 10, 12, 64, 21, 43, 6, 9, 
6, 6, 16, 14, 6, 6, 6, 19, 0, 0, 0, 0, 0, 9, 11, 7, 9, 8, 6, 
