     xj
xi         1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77     78     79     80     81     82     83     84     85     86     87     88     89     90     91     92     93     94     95     96     97     98     99    100
  11       0      0    347    927   1901   3327   4842   6902   8249   9655  10119   7064   5591   3512   2287   1542   1127    830    609    463    397    305    261    205    195    190    196    140     98     94    105     99    113     95     87     71     59     41     34     25     25     33     43     41     45     18     12     10     18     38     10      8      0     12      6     45     14      6      9     11     11      6      0      6      7     22      0      0      0      7      6      0      0      0     11      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  12       0      0    195    560   1164   1971   3180   4529   5499   6570   7419   7953   6973   4323   2778   1849   1420    966    725    560    381    339    316    235    210    237    187    168    114    105    103    113    107    101     93     64     59     66     38     24     24     45     53     47     40      8     10     10     24     48      6      6      6      0      8     39      6      6     13     11      6      6      0      0      7     23      0      0      0      7      0      0      0      0     16      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  13       0      0    142    390    780   1436   2387   3420   4450   5246   6008   7145   9205   6463   4065   2865   2071   1463   1035    791    605    467    423    336    321    274    240    198    145    142    124    145    125    124    121     87     90     80     60     33     38     68     65     63     48     19     14     11     55     50     12     16      7      8     10     52     12      8      6     25     15      6      0      0      6     32      6      0      0      0      6      0      0      0     14      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  14       0      0     62    195    456    914   1422   2199   2667   3316   4012   4677   6320   6792   4830   3409   2494   1862   1389    971    709    498    446    371    313    304    255    201    146    134    119    143    138    142    120    106     92     86     60     39     36     65     67     73     62     21     16     23     33     68     12     12      6     11      6     56     14      6      6     35     11      6      0      6      6     23      0      0      0      6      0      0      0      0     12      7      9      0      6      0      0      0      0      0      7      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  15       0      0     42    145    300    529    863   1345   1711   2203   2455   3163   4560   4817   5148   3967   2941   2113   1443   1041    798    577    466    359    292    302    277    189    146    130    133    171    132    136    112    112     97     79     74     40     38     67     85     70     69     19     19     17     38     65      6      8     10      7      6     46      9      8      6     26     18      6      6      0      7     20      0      0      0      6      0      0      0      0     14      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  16       0      0     37     82    202    348    553    838   1121   1459   1782   2103   3249   3668   3848   4238   3484   2466   1755   1288    973    723    581    444    335    330    277    232    160    146    133    157    137    132    130    109    100    106     68     42     43     71     87     60     57     24     16     20     49     60     17     14     11     10      6     52     13     11      6     29      9      7      6      0      8     32      0      0      0      6      6      6      0      0     10      6      6      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  17       0      0     14     65    120    225    420    646    829   1119   1413   1641   2587   2859   3180   3536   3923   2997   2151   1611   1283    945    746    518    448    395    365    290    187    169    161    191    171    157    143    118    110     90     68     47     46     72     94     85     72     20     19     25     54     65     13     21     11     10     11     78     17     10     12     35     13      9      6      6      8     31      0      0      0      6      0      0      0      6     19      6      6      0      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  18       0      0     12     32     88    133    257    445    565    732    875   1107   1753   2048   2316   2542   3155   3162   2523   1872   1331   1034    849    590    530    489    352    325    220    166    157    171    155    159    151    109    111     76     75     55     47     83    106     78     75     25     22     14     70     65     18     19     19     13      8     66     11      8      7     40     19      6      6     11     17     25      0      0      6      7      0      0      0      6     12      6     10      0      0      0      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  19       0      0     11     26     43     94    163    278    383    516    630    822   1254   1495   1645   1851   2254   2513   2525   2064   1549   1246    954    695    581    506    415    309    214    171    195    199    174    204    160    126    101    103     67     57     36    100    109     86     92     24     20     22     61     84     13     19     16     11     12     83     14     14      8     34     24      0      0      0      0     41      6      0      0      8      0      0      0      0     19      7      6      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  20       0      0     10     14     38     60    111    201    275    374    437    583    864   1063   1188   1517   1805   1997   2146   2270   1770   1357   1117    825    660    604    481    323    236    231    215    190    197    199    151    144    103    104     84     54     47     86     99     91     69     24     24     24     56     77     29     17     13     10     15     83     16     16      6     32     18      6      7      6     14     30      6      0      0      6      0      6      0      0      7      6     10      6      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  21       0      0      0     11     28     60     83    145    196    257    380    418    655    846    930   1076   1412   1498   1632   1780   1817   1507   1190    909    690    661    542    417    281    225    195    205    196    170    165    129    115    128     75     64     51    107     93     81     80     19     19     24     71    101     21     23      8     11     13     83     15     22      7     37     14      0      7      6     19     27      6      7      6     12      0      0      6      0     13     10      0      0      0      6      0      0      0      0      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  22       0      0      0      0     27     28     71    107    146    182    280    329    510    554    680    857   1002   1208   1287   1345   1417   1532   1317   1075    803    727    647    423    312    256    220    233    205    211    150    144    104     91     77     56     60    101    107     83     71     29     24     25     67    102     17     21     19     11     12     87     21     14     21     38     19      6      8     10     14     32      7      0      6      9      0      0      0      6     20      6      6      0      6      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  23       0      0      0      0      9     26     50     55    110    124    195    246    377    465    579    632    831    950   1060   1168   1277   1255   1300   1170    944    792    695    507    319    310    260    282    227    231    214    145    128    106     77     66     41     95    119     71     91     27     33     38     67    114     26     22     19     18     16    113     20     19     13     34     21      6     11      7      9     25      6      6      0      7      0      0      6      6     19      9      8      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  24       0      0      0      0     11     24     35     52     94    116    147    190    292    372    452    502    657    785    825    955   1079   1018   1093   1205    939    916    750    564    396    318    275    318    251    228    188    153    131    115    103     51     38    105    110    107     87     20     30     34     60     94     20     21     13     13     17    103     18     21      7     48     25      6      9     11      6     46      6      6      6      6      7      0      0      0     23      6      7      6      0      0      0      0      0      0      8      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  25       0      0      0      6      7     19     25     47     52     86     99    156    238    282    310    394    504    603    674    764    829    874    989    958   1015   1004    851    593    408    335    288    308    240    245    221    153    158    146     92     54     52     91    116    109     98     31     26     28     65    105     19     21     16     19     21     92     23     14     20     47     17      6      6      6     15     32      0      6      6     14      7      0      6      0     21      9      6      6     10      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  26       0      0      0      0      6     11     17     43     50     63     96    135    199    257    294    353    475    530    613    726    779    830    900    942    988   1192   1035    762    534    433    389    440    308    326    273    192    165    160    102     62     61    100    146     96    125     43     39     22     89    129     24     29     23     24     28    140     24     18     13     47     17      6      8      6     22     40      6      0      0     14     11      6      0      6     22      6      0      7      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  27       0      0      0      0      0      6     19     26     33     49     70     96    180    189    243    302    374    453    519    587    664    722    818    798    880   1050   1074    842    633    521    487    464    382    373    270    234    192    167    104     72     82    139    135    117    115     26     42     22     65    116     21     23     26     18     19    131     22     21     18     51     44     10      6     17     23     46      6      0      6      9      8      0      0      0     15      9      7      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  28       0      0      0      0      6      7     13     12     29     34     45     74    108    154    192    206    263    301    399    425    494    548    550    608    651    796    923    845    608    546    460    510    398    357    321    229    202    165    121     75     63    122    169     96    101     36     38     27     83    129     31     23     21     17     24    124     32     23     22     51     29      7      9     16     20     61      6      6      8     15      7      0      8      6     30      6      7     12      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  29       0      0      0      0      0      0     10     14     28     40     41     55     83     86    118    130    169    206    253    280    329    374    390    440    501    603    648    576    486    484    415    438    393    354    255    195    197    142     90     64     57    112    121     96     82     33     26     28     70    109     25     24     20     14     20    107     24     15     20     47     18     11     13     10     20     49      0      0      0      9     13      0      0      0     27      7     10      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  30       0      0      0      0      0      6      9     10     18     29     23     40     53     86     91    121    172    188    216    240    264    287    326    375    425    512    557    536    417    477    434    447    403    386    261    233    181    168    106     63     62    105    153     94     95     24     29     27     87    100     24     31     23     16     11    103     26     21     18     52     26      8     10      6     14     39      6      0      6      6      6      0      6      8     23      6      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  31       0      0      0      0      0      6      6     10     14     10     20     37     59     67     77    120    145    136    167    210    243    252    333    338    378    483    540    551    480    467    468    521    425    441    317    227    192    174    102     81     56    100    134    100    105     20     32     27     72    114     23     27     11     20     15     95     31     19     15     60     34      9      6     12     20     41      6      6      0     10      6      0      0      6     20     10      8      6      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  32       0      0      0      0      0      0      0     12      8     17     28     32     41     81    104    111    136    143    184    224    250    303    332    376    377    503    594    570    483    480    497    661    596    596    459    351    270    235    151    102     96    152    204    147    129     39     35     39     93    155     37     23     18     25     25    176     35     29     27     63     41     17     11     14     24     62      6      6     11      9      8      0      0      7     30     16      9      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  33       0      0      0      0      0      0      7      7     11     18     20     27     49     48     71     78    110    146    156    169    236    239    268    314    291    391    438    456    402    410    467    585    605    617    499    388    336    278    174    125     89    159    204    141    125     34     37     53     80    145     26     25     19     34     25    142     29     26     26     72     46     16     10     16     18     53      7      6      6     13      7      7      6      0     31     12     12      7      6      0      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  34       0      0      0      0      0      0      0      0      6     11     14     20     45     54     67     85    101    109    152    179    185    219    241    273    355    390    446    501    422    411    500    629    638    759    641    493    466    374    261    169    139    257    273    181    167     43     50     37    134    166     31     31     27     25     27    199     43     35     27     86     52     18     18     16     21     96      6      6      7     11     10      9      6     14     40     15     11      7      8      0      0      0      0      0     11      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  35       0      0      0      0      0      0      0      8     11      7      6     20     23     37     41     51     69     97     99    129    131    176    218    229    246    328    397    381    365    366    386    522    528    721    688    493    401    382    272    153    163    216    264    199    145     47     48     37    113    192     42     32     24     31     26    215     39     49     36     96     61     18      9     16     28     77      6     13      8     17     20     11      0      6     38     15     16      7      6      0      0      0      0      0     10      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  36       0      0      0      0      0      0      0      6      6     10      7     12     23     20     37     52     65     60     71     96    109    125    140    169    173    212    284    262    279    271    318    408    433    499    541    529    399    357    297    186    146    282    264    169    153     45     50     42    102    209     30     30     33     32     18    176     37     32     34    101     45     20     11     17     26     77      6      9     10     23     12      6      6      6     34     12     12     10      6      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  37       0      0      0      0      0      0      0      6      6      6      9     11     13     21     23     36     45     50     53     84    101    104    128    147    133    186    235    245    233    229    284    347    383    489    527    444    426    377    255    194    174    240    276    201    172     57     42     40    112    171     27     45     39     25     20    176     37     38     22     62     52     14     19     18     35     85      6      6      6     24     10      0      8      6     51     20     17      6      0      0      0      0      0      0      9      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  38       0      0      0      0      0      0      0      0      0      6      8      9     12     13     26     20     32     43     43     61     77     73     96    120    113    208    210    210    180    196    228    336    339    439    454    428    423    512    303    224    169    309    310    189    209     64     58     57    113    201     50     38     30     30     36    198     39     38     43     99     46     11     25     23     22     96     10     10      9     25     11      7      7      6     43     21     22     11      8      0      0      0      0      0      7      7      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  39       0      0      0      0      0      0      0      0      0      0      0      6      8      9     12     16     17     37     38     36     55     47     54     73     86    135    131    127    134    133    150    247    218    330    329    290    273    326    225    206    158    268    302    198    159     44     42     38     99    163     38     29     32     18     31    158     37     27     11     78     43     19     16     11     24     85      0      9      9     23     12      6      6      9     33     16     11      6      6      6      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  40       0      0      0      0      0      0      0      0      0      0      0      6      0      7      6      8     10     17     19     30     26     35     44     42     55     69     83     77     83    104     84    160    171    206    223    197    236    226    172    125    122    197    196    152    126     39     29     28     74    128     30     19     17     20     18    109     28     22     12     53     32      6     10     10     22     55      0      0      6     15      6      0      0      6     30      6      6     10      0      0      0      0      0      0      7      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  41       0      0      0      0      0      0      0      0      0      0      0      7      0      6     13      7      9      8      8     26     23     29     43     41     53     57     83     82     67     70     79    142    140    187    203    185    194    240    178    127    119    200    247    175    139     45     32     29     95    117     23     20     17     14     27    107     26     16     17     72     32      9     12     13     25     58      6      6      7     16      8      8      0      6     31      9      6      8      9      0      0      0      0      0      9      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  42       0      0      0      0      0      0      0      0      6      0      6      6      6     11      7     11     16     29     40     36     42     41     70     64     94     84    115    141    131    114    144    218    221    300    311    331    337    370    300    225    205    362    476    307    272     79     80     71    162    257     51     47     29     37     29    198     55     34     45    130     52     16     23     26     41    132     15      9     10     21      9      7      9      0     65     15     18     13      9      6      0      6      0      0     10      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  43       0      0      0      0      0      0      0      0      0      0      0      6      7     16      8     18     28     31     42     41     45     56     53     65     92     94    158    142    118    154    159    251    274    341    374    359    380    429    339    241    243    489    680    526    435    116    118    109    248    344     69     64     49     45     40    287     66     59     50    146     77     18     35     27     42    183     15     12     16     38     24     16     14      6     81     28     24     15     10      0      6      6      6      7     17      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  44       0      0      0      0      0      0      0      0      0      0      0      0      6      6      9     16     15     15     26     23     25     31     44     51     50     89    110    109     90    102    119    159    171    228    283    236    288    360    286    208    189    371    488    482    419    119    115    108    258    352     64     65     43     40     46    274     53     47     37    146     82     26     26     36     55    170     11     15     18     37     23     14     12      9     72     42     29     15      6      6      7      0      0      0     18      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  45       0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      9     17     14     25     22     29     27     34     43     45     67     80     90     81     87    109    124    166    223    222    215    257    293    245    160    198    379    543    444    468    125    141    125    328    427     79     65     60     41     47    326     54     49     45    134     92     36     17     28     56    165     17     16     13     42     27      6     17     10     99     32     25      9      6      6      0      0      0      6     10      6      9      0      0      0      0      0      0      0      0      0      0      0      0      0
  46       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      7      7      6      9     11     11     16     11     22     24     26     24     28     37     35     56     75     76     82     86     70     50     42     92    164    151    149     42     58     41    127    154     27     31     24     21     20     95     19      9     17     62     33     14     14     14     19     56      6      6     12      9     11      8      0      8     27      9      8      0      6      0      0      0      0      0      8      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  47       0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      0      0      6      6     10     12      6     15     12     14     21     22     19     24     28     30     37     65     61     67     86     77     72     57     47    119    156    136    159     48     45     49    140    153     19     24     26     18     19    104     29     20     19     66     29     16      6     10     15     56      6      0      7      9      6      6      6      6     34     10      7      6      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  48       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      7      0      6      9      9      9     11     11     21     26     20     20     13     32     49     53     57     57     67     77     68     52     57    107    144    125    153     46     43     43     99    157     25     29     27     14     12     97     24     17     13     60     23     11      8     10     13     57      8      6     11     11      8      0      9      6     39     13     10      9      6      0      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  49       0      0      0      0      0      0      0      0      0      0      0      0      0      7      0      0      0      0     12     10      9     17     29     16     28     40     34     57     39     51     54     98     97    125    129    146    163    192    165    136    134    254    370    354    365     99    115    108    351    478     89     74     70     58     72    329     70     65     50    173     84     29     28     29     43    168     12     17     17     26     25     14     16     15     97     43     37     24     14      6      6      0      0      0     14      0     12      0      0      0      0      0      0      6      0      0      0      0      0      0
  50       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      8     10      9     10     15     22     19     34     43     60     58     63     61     80     97    139    174    185    195    195    261    221    164    202    328    492    533    563    181    182    203    569    939    173    144    123    113    105    665    118    116     84    305    158     57     41     41     67    294     39     28     35     64     45     21     19     18    164     72     59     36     23      8      7      9      6      6     37      7     24      0      0      0      6      0      6      0      0      0      6      0      0      0
  51       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      8     12      8      6     12      6     15     21     25     40     37     41     52     59     44     27     27     71    108    103    134     38     41     39    103    213     47     46     38     34     31    175     34     19     26     63     38     14     10      6     22     66     10      0      6     18      6      6      6      7     42     10     12     10      7      0      0      0      0      0      8      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  52       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      8     12      6     11      8     16     23     25     24     38     35     40     45     39     29     36     73     91    101    108     37     48     36    106    178     35     41     40     27     34    154     34     23     17     62     38      6      6     17     18     76      7      7      6     16     12      7     10     14     36     13     19      6      6      0      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  53       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      0      6      6      6     11     13     17      0     10     19     20     20     36     28     26     38     26     24     25     45     72     77     88     35     29     41     79    170     37     32     28     22     26    145     31     25     27     54     36      6     16     10     14     55      0      6     10     18     12     10      8      6     45     11     14      8      9      0      0      0      0      0     12      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  54       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      6      8      9      6     10     10     12     16     23     18     23     32     32     36     19     29     48     67     71     88     28     37     28     98    124     28     29     22     32     27    129     33     18     23     65     35      8     12      8     11     60      0      7      8     19      7      6     11      0     36     15     10      9      0      0      0      0      0      0      7      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  55       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      0      6      6      7      6      8      7      9     17     10     23     27     26     25     27     26     16     17     54     67     63     77     19     26     36     87    136     38     24     25     23     28    138     33     26     19     56     37      7      6      9     13     64     14      0      6     16      6      6      0      0     30     14     13      0      0      0      0      0      0      0     13      0      7      0      0      0      0      0      0      0      0      0      0      0      0      0
  56       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6     10      6      8     13     12      9     14     23     38     38     33     33     39     62     50     92    118    132    128    160    176    122    111    159    276    407    414    477    181    168    175    532    955    237    218    187    179    185   1167    208    197    157    480    234     86     74     77    122    456     42     34     45    119     82     40     42     37    277    119     98     64     41     14     13      9     18      8     57     18     39      0      0      6      6     14     11      0      6      0      6      0      0      0
  57       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      8      8      6      0      7     13      7     15     27     23     37     29     34     24     27     35     54     74     65     97     38     44     37    109    201     38     49     40     30     51    275     52     49     40    123     67     21     16     25     28    108     12     11     15     26     22      8      7      7     65     41     23     12      6      6      8      6      0      7     15      0     11      0      0      0      0      0      0      0      0      0      0      0      0      0
  58       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      7      6      6      0      0      6      6      9      6     20     21     13     20     18     22     23     13     14     30     59     57     84     25     34     30     83    168     29     36     30     32     35    258     56     52     31    108     60     11     12     23     26    121      9      8     13     25     12      6      8     13     57     20     17     23     10      0      6      0      0      6     16      6      6      0      0      0      0      0      0      0      0      0      6      0      0      0
  59       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      0      6      0      0     11     14     13     16     19     28     18     23     12     37     45     58     68     30     20     17     74    124     43     28     23     30     23    210     30     42     29     96     66     12     13     13     26     88      6     10      0     26     14      6     14      8     60     27     20     13      8      8      0      0      0      0     16      9     11      0      0      0      0      0      6      0      0      0      0      0      0      0
  60       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      6      9      8      7      6      8     14     22     20     28     45     37     61     38     66     49     38     34     80    165    157    174     69     62     76    206    410    114    110     94    107     77    679    128    147    108    395    186     69     66     51    117    278     17     32     34     70     50     24     28     26    186     89     80     77     34      8     12     15      9      8     55     16     20      6      0      0      0      8     10      0      6      0      0      0      0      0
  61       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      0      6      6      0      8      6     10     17     23     31     20     28     29     29     37     27     53     55     70     90     25     26     29    110    218     47     48     47     44     62    362     77     78     76    235    111     38     37     42     59    192     27     27     15     41     29     24     17     22    134     60     50     41     14      6      7      9      6      6     40     15     21      0      0      6      0      9      6      6      0      0      6      0      0      0
  62       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      6     10      6      0     13      6      6      8      8     23     19     34      9     12      6     33     74     17     15     16     19     17    110     31     24     21     58     38     10      6     21     25     56      6     10      7     13     13      6      8      7     35     18     15     15      7      6      6      0      6      0     12      0      6      0      0      0      0      0      6      0      6      0      0      0      0      0
  63       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      6      0     10      9      6      9     11     18     19     28      6     10      9     31     68     13     17      8     12      7    113     28     25     21     66     45     13     18     14     20     81     10      8      8     14     15      7      9      6     44     24     22     13     12      0      0      0      0      0     12      6      7      0      0      0      0      6      0      0      0      0      0      0      0      0
