     xj
xi         1      2      3      4      5      6      7      8      9     10     11     12     13     14     15     16     17     18     19     20     21     22     23     24     25     26     27     28     29     30     31     32     33     34     35     36     37     38     39     40     41     42     43     44     45     46     47     48     49     50     51     52     53     54     55     56     57     58     59     60     61     62     63     64     65     66     67     68     69     70     71     72     73     74     75     76     77     78     79     80     81     82     83     84     85     86     87     88     89     90     91     92     93     94     95     96     97     98     99    100
  11       0      0   1353   2517   3853   5105   6003   6994   7149   7178   7086   5842   5167   3552   2645   1884   1555   1159    818    699    559    513    418    365    298    285    281    195    170    159    130    158    135    158    115     94     91     78     62     44     49     62     83     66     58     21     21     17     41     66     16     14     14     10      6     70     15      7      9     13     14      6      0      6     18     27      6      0      0      0      0      0      0      6     11      7      6      7      6      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  12       0      0    837   1709   2597   3782   4423   5215   5232   5386   5579   5676   5694   3919   2960   2129   1830   1268    989    779    588    478    453    380    323    298    295    242    170    161    150    185    136    188    121    113    105     70     53     43     42     73     91     56     58     20     16     19     38     53     15     14     19      6     12     74     20     11      8     24     24      0      7      0      8     30      6      7      6      0      6      0      0      0     14      7      0      6      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  13       0      0    625   1385   2200   2992   3524   4409   4714   4741   4861   5092   6161   5078   3720   2878   2300   1710   1276   1050    793    680    547    478    396    410    373    294    206    186    183    224    195    192    169    142    146    129     79     59     52     83    104     97     90     20     14     14     55     82     21     13     15     18     10     92     19     25     12     35     21      6      6      6     11     45      0      7      6     11      0      6      6      6     22      8      8      9      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  14       0      0    407    840   1375   1981   2403   3118   3227   3286   3444   3696   4788   4630   3718   2929   2513   1903   1444   1073    907    705    615    489    396    395    393    320    221    187    188    207    178    201    148    151    118    119     78     68     56     90     90     91     80     31     24     23     59     91     17     15     17     16     15     90     17     22     18     38     22     10     10      6      8     37      6      0      0      6      7      6      6      0     24      6      6      9      6      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  15       0      0    240    508    886   1324   1718   2153   2347   2336   2498   2767   3449   3536   3361   2953   2518   2005   1469   1201    982    758    578    511    408    458    400    284    228    186    194    226    178    220    182    129    131    112     88     65     57     91    107     98     87     30     30     21     60    103     22     20     13      9     17     99     13     12     14     32     22      8      7      7     13     49      0      6      6     13      6      6      0      6     20      6      7      0      6      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      6      0      0      0
  16       0      0    182    393    628    960   1234   1625   1664   1749   1898   2008   2723   2750   2770   2795   2700   2079   1617   1291   1115    809    723    566    424    448    409    282    247    205    215    225    221    209    193    152    136    122     84     48     54    112    109    114    101     22     25     30     71     86     20     13      8     19     15    102     22     20     19     41     24      6      6      7     15     34      6      6      0      6      9      7      0      0     24      6      6      7      0      0      0      0      0      0      6      0      9      0      0      0      0      0      0      0      0      0      0      0      0      0
  17       0      0    113    292    502    720    934   1285   1418   1520   1665   1710   2179   2391   2367   2489   2712   2373   1800   1545   1189    947    797    630    546    547    422    347    254    239    224    222    237    209    210    160    151    144    113     72     63    105    137     98    100     31     40     38     87    120     20     21     13      8     19     92     32     23     11     69     23      8      7     10     18     47      6      6      0      9      6      7      0      0     24     12     14      6      6      0      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  18       0      0     83    189    343    517    645    911   1086   1170   1223   1324   1749   1751   1818   1954   2109   2073   1863   1547   1258    999    873    700    547    526    506    342    260    250    229    265    226    232    203    163    151    167     99     61     63    107    120    101    105     21     33     22     79    105     23     25     10     17     11     99     21     15     10     53     30     13     12     10     13     57      6      7     11     11      0      6      0      0     23     12      6      6      0      0      0      0      0      0      8      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  19       0      0     55    131    220    373    489    702    763    837    921    990   1312   1435   1388   1494   1743   1653   1741   1538   1249   1056    931    761    636    577    485    407    274    243    219    254    233    224    192    164    138    133    112     59     65    102    131    105    107     28     28     26     77    137     24     27     16     14     23    130     23     23     24     65     27      9      6      7     14     41      6      6      0     15      7      0      0      0     14     14      7      0      0      0      0      0      0      0      6      0      9      0      0      0      0      0      0      0      0      0      0      0      0      0
  20       0      0     41     93    170    270    381    536    609    709    752    740   1098   1130   1158   1261   1349   1468   1377   1429   1258   1039    936    764    704    607    544    432    303    265    250    272    243    213    222    177    180    139    123     69     48    119    125    116     91     28     42     33     65    108     24     25     16     25     14     99     16     23     19     49     31     11      8      8     11     40      8      0      6     11      6      6      7      0     25      6      6      8      0      6      0      0      0      0      7      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  21       0      0     32     66    137    186    315    421    453    525    578    621    835    860    952   1028   1144   1136   1131   1204   1231   1002    914    784    683    636    515    445    295    260    278    269    224    228    192    166    156    145     93     82     64    118    145    112    116     29     26     26     91    125     24     35     26     16     17    113     19     17     17     43     28      6      7     12     17     49      7      6      6      8      6      6      6      0     26     10      6     12      0      0      0      0      0      0      7      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  22       0      0     22     51     99    146    212    331    368    412    442    490    684    700    708    765    883    912   1005    943   1003    970    907    764    690    704    563    419    311    274    248    294    232    261    226    157    154    142    130     76     86    124    136     97    111     39     39     27     92     92     22     22      8     17     20    107     19     19     17     40     24      6      8      8     18     46      7      6      0      8      7      0      0      0     33      6     15     10      6      0      0      0      0      0     10      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  23       0      0     14     51     77    104    185    243    299    355    375    429    588    603    603    663    815    793    839    839    829    867    859    850    680    694    634    487    346    270    264    287    271    267    245    190    187    146     92     68     64    122    153    109    101     39     36     37     74    143     29     28     21     23     16    132     41     21     21     56     31     14     11      7     22     49      6      6      6     10      7      0      0      6     18     12     12      7      6      0      6      0      0      0      8      0      7      0      0      0      0      0      0      0      0      0      0      0      0      0
  24       0      0     10     31     67     90    138    248    227    262    324    339    486    480    538    570    611    690    703    719    683    719    771    741    681    634    618    537    381    313    314    317    265    297    255    167    164    160    103     66     72    128    137    124    118     32     19     31     99    127     19     26     24     22     20    131     34     21     21     54     28      6     11      9     10     50      0      6      6      6      6      0      7      6     28      0     14      6      6      0      0      0      0      0      8      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  25       0      0     10     24     59     77    115    172    183    230    245    259    381    392    427    452    537    573    647    622    665    637    656    648    624    680    633    476    353    303    284    356    267    281    228    188    159    154    101     64     72    126    142    118    106     38     38     37     84    124     19     16     19     16     20    133     27     19     17     74     27      0     14     13     13     48      6      6      6     17      9      6      6      0     36      8      6      9      6      0      0      0      0      0      8      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  26       0      0     13     17     50     81    102    176    167    202    280    287    341    419    414    418    527    594    582    582    571    612    682    669    647    702    708    619    392    366    354    393    350    342    313    220    183    185    132     94     76    143    174    124    112     44     36     39    116    164     39     23     26     23     25    145     34     26     23     61     51      9     10     15     18     49      7      6     11     10      8      0      6      0     32     14     13      0      0      0      0      0      0      0      9      0      8      0      0      0      0      0      0      0      0      0      0      0      0      0
  27       0      0      8     20     40     73     93    134    164    183    195    227    326    340    326    387    473    506    503    565    580    569    545    554    595    712    702    588    429    409    378    446    342    383    318    261    218    217    124     91     79    150    170    137    121     47     49     31    112    161     33     33     24     16     21    143     36     34     24     70     48      9     12     10     23     96      6      6      6     10      8      6      8      0     24     18      9     11      6      0      0      0      0      0      7      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  28       0      0      0      6     24     44     56    100    107    126    168    181    237    270    276    278    317    365    384    410    413    410    466    422    472    565    565    525    404    343    354    449    355    394    284    206    203    171    117     84     74    131    191    144    146     42     46     40     94    130     29     32     25     22     18    145     36     15     27     79     35      8     12     11     17     55      8      0     10     12      8      6      7      8     37     19     12     10      6      0      0      0      0      0      7      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  29       0      0      6     16     16     30     55     68     84    114    116    117    172    168    215    226    242    247    273    305    278    307    324    310    317    426    424    364    316    308    309    315    279    321    253    180    156    148    121     73     72    122    137    117    109     36     35     35     85    130     33     23     14     17     24     95     29     24     15     52     34      8      9      7     13     65      6      0      6     10      8      6      0      0     26      8      9      6      8      0      0      0      0      0     10      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  30       0      0      0      8     14     26     42     46     59     75     95     83    152    169    144    174    190    238    226    237    263    309    302    317    292    391    359    347    279    297    292    345    325    278    244    176    177    188    112     74     77    115    143    102    115     37     41     30     70    106     35     19     27     22     26     95     23     31     18     64     36      8     11      9     18     52      6      6      0      6      0      6      0      0     29     12     10      0      9      0      0      0      0      0     10      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  31       0      0      0      6     12     29     27     51     46     73     90     93    134    148    153    161    188    179    214    253    264    248    305    291    311    324    338    332    295    309    297    349    281    309    256    226    199    159    106     90     82    131    148    117    107     38     26     46     89    128     29     29     22     22     14    132     32     22     22     60     36     11     12      7     10     61      6      8      0     16      6      6      6      0     29     14      7      6      6      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  32       0      0      0      6     13     32     37     47     75     64     92     83    139    166    160    169    227    225    218    236    286    287    293    303    316    409    374    409    312    324    334    449    371    434    336    279    240    247    183    102    122    143    255    159    167     47     57     38    124    139     41     35     31     22     32    155     37     34     28     77     37     21     16     10     23     64      8     10      8     17     16      6      9      9     32     26     11     14      6      6      0      0      6      0      8      6      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  33       0      0      0      6      9     16     27     36     49     46     86     95    112    119    138    155    177    200    190    224    214    238    239    279    285    316    378    348    302    304    282    374    355    400    385    282    283    251    159     96    109    168    205    148    160     48     42     42    116    161     36     31     16     30     27    171     34     20     23     87     46      7      9     13     22     82      7     12      8     25     10      7     12      6     36     13     18     14      9      0      0      0      0      0     14      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  34       0      0      0      6      7      9     28     34     51     65     80     88    122    145    128    166    181    178    217    205    237    240    271    290    296    377    411    364    293    282    312    401    400    447    431    369    307    288    229    133    128    216    272    185    170     52     48     57    142    201     43     30     36     28     35    202     46     31     41     97     57     22     21     15     39     72      6      9     14     14     17      9      6     13     54     11     14     13      8      0      0      6      0      0     13      0      6      0      0      0      0      0      0      0      0      0      6      0      0      0
  35       0      0      0      9     11     12     26     36     46     39     61     79     96     98    113    110    152    134    150    180    192    188    211    231    232    296    319    296    260    252    278    369    358    423    398    319    308    271    193    159    137    209    241    197    173     63     56     50    118    203     45     50     43     42     24    206     41     40     27    102     44     22     14     19     24     95      9     12     14     13     17     12      8      7     44     17     19     21      7      6      0      0      6      0     17      6      8      0      0      0      0      0      6      0      0      0      6      0      0      0
  36       0      0      0      0      7      7     19     25     35     33     32     48     75     72     74     96    102    115    144    139    136    164    165    188    193    202    239    228    210    198    219    276    284    359    341    295    235    264    188    165    124    194    256    170    158     48     45     52    122    200     42     46     32     23     21    190     40     35     28    115     35     16     13     16     30     87      7      6     11     22     13      6      7     11     52     19     20      8      0      0      0      0      0      0     20      0      8      0      0      0      0      0      0      0      0      0      0      0      0      0
  37       0      0      0      0      6      9     12     14     22     32     37     38     74     76     56     70     95    112     91    102    148    121    133    152    170    189    216    222    172    187    184    233    248    319    285    299    269    242    198    123    113    202    256    189    183     65     50     44    119    199     35     40     34     39     29    219     38     42     29     98     46      9     13     18     26     96     13      8     10     10      7     13      6     11     49     26     13     10      6      0      0      0      0      0     16      6      8      0      0      0      0      0      6      0      0      0      0      0      0      0
  38       0      0      0      0      6      6     12     19     16     30     36     37     45     51     58     59     75     81    102    103    124    137    121    142    154    148    184    190    141    162    192    240    261    299    290    308    260    242    188    130    128    240    255    185    179     61     57     52    113    185     40     44     29     29     34    188     45     40     28     93     55     18     20     10     37    100      6      6     11     21     15     11      8     14     60     19     23     15      8      0      0      0      0      0     16      0     10      0      0      0      0      0      0      0      0      0      6      0      0      0
  39       0      0      0      0      6      7      6     12     16     23     19     30     33     36     44     39     48     50     64     70     78     78     80     99    109    121    120    132    135    127    110    171    173    228    210    166    189    189    161     87    102    172    190    161    154     55     48     33     94    157     31     30     34     24     35    145     33     18     20     83     46     15     19      9     20     87     11     11      7     14      6      6      6      6     32     14      9     12      8      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  40       0      0      0      0      6      0      6      6      0     10      9     22     15     28     27     40     43     39     47     44     41     62     54     60     65     77     88     92     85     82     91    114    107    151    159    127    134    140    117     75     67    134    176    132    105     34     35     17     80    112     26     31     25     20      7    112     24     23     16     60     47      8     15     12     19     49      6      6      8     14      6      6      6      0     31     12      8      6      6      0      0      0      0      0      8      7      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  41       0      0      0      0      0      0     10      6      6     12     14     11     14     21     24     31     28     44     35     55     44     49     51     54     61     78     78     82     70     64     76     87    117    126    128    120    129    137    107     62     65    116    137    132     95     23     27     34     85    123     20     16     20     13     20    135     26     16     16     53     33     12      7     13     14     53      8      6      6      7     13      0      6      6     27     14     14     15      6      0      0      0      0      0      6      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  42       0      0      0      0      0      0      6      9      9     21     21     25     32     43     40     51     55     54     60     78     77     92     92    115    106    142    152    132    106    112    130    187    172    234    236    215    208    218    160    144    144    235    299    244    235     62     67     63    151    220     45     48     36     26     39    211     57     34     43    110     78     18     15     17     30    123      9     12     15     23     25      6      9     10     60     27     23     17     12      0      0      0      0      0     14      0     11      0      0      0      0      0      0      0      0      0      0      0      0      0
  43       0      0      0      0      6      6     11     16     13     15     23     31     35     28     42     53     69     65     75     76     94     86     98     97    116    140    173    162    130    166    153    199    196    289    278    269    251    299    217    151    165    293    389    307    291     96     85     89    216    342     72     78     46     41     42    290     70     42     47    143     78     37     22     34     42    146      9     13     15     24     27     16     20     13     84     32     29     26     12      0      0      6      0      6     26     10      7      0      0      0      0      6      7      0      0      0      6      0      0      0
  44       0      0      0      0      0      0      6     13     12     11     15     15     35     35     30     31     43     59     50     61     53     64     62     89     85    108    120    131    112    111    118    167    170    199    225    189    206    228    160    129    144    246    299    290    275     99     82     81    214    294     72     59     45     44     44    273     54     41     34    139     87     25     22     23     53    131     18     16     15     34     26     14     11     13    109     30     34     28     11      0      6      6      0      0     12     10      9      0      0      0      0      0      7      0      0      0      6      0      0      0
  45       0      0      0      0      0      0      0      0      9      6     15     12     29     24     25     28     37     32     44     58     52     53     53     69     67     99    103    122     87     89     88    144    143    191    170    161    171    194    182    132    117    223    319    268    295     79     84     70    225    309     54     65     53     48     33    318     66     48     43    131     73     20     25     29     50    141      9     17     14     32     19     15     18      6     87     29     31     13     11      6      0      0      0      6     17      6     13      0      0      0      0      0      0      0      0      0      6      0      0      0
  46       0      0      0      0      0      0      0      0      6      0      0      0      6      0     12     11     11     10      7     17     20     25     14     26     20     28     28     34     32     36     29     40     38     67     46     67     55     63     51     32     32     74    104     87     82     34     26     25     62    121     16     20     19     12     15     87     16     13     12     51     28      8     11      8     13     50      6      6      8     17      8      7      6      8     23      9      6      7      7      0      0      0      0      6      7      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  47       0      0      0      0      0      0      0      0      0      0      7      6      6      6      8      9     19     13     11     17     18     20     20     17     22     21     19     36     26     24     22     36     29     45     65     63     44     83     42     37     46     66     94     73     91     28     21     34     76     99     27     26     20     15      6     94     21     18     20     39     26      6      9     14      7     61      6      0      0     17      7      0      6      6     14     12     15      6      6      0      0      0      0      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  48       0      0      0      0      0      0      0      6      0      0      0      6      0      9     11     12     13     10     12      9     22     15     13     17     20     19     34     32     21     26     29     35     40     60     47     49     40     48     42     32     43     71     82     85     76     22     29     31     68    119     26     21     19     18     12     93     18     13     21     39     32      7      0      8     19     57      0      8      0     17      6      0      6      9     27     13     12      0      0      0      0      0      0      0      7      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  49       0      0      0      0      0      0      6      0      6      6      0      8     19     12     18     17     18     26     25     43     34     34     45     50     41     71     61     65     66     58     67     74     86    112    149    131    118    153    127     86     73    161    251    210    239     69     81     56    198    296     65     46     54     43     50    301     59     52     36    111     89     28     22     28     38    110     15     10      9     32     15     13     15     14     85     25     35     21      9      6      6      0      0      0     26      7     15      0      0      6      0      0      7      0      0      0      0      0      0      0
  50       0      0      0      0      0      0      6      6      6      8     11     13     22     23     28     26     36     39     39     57     51     54     56     62     72     96     98     84     83    119     89    137    146    211    194    161    194    220    160    131    140    255    357    331    338    105     98    110    330    511    117     97     92    104     75    492    116     79     68    248    154     52     46     37     64    233     29     30     20     64     38     23     21     23    157     72     37     41     19      6     12      6      8      6     50     12     30      0      0      0      0      6      6      0      0      0     10      0      0      0
  51       0      0      0      0      0      0      0      0      0      6      0      0      0      6      6      6      0      7      6      6      8      9     20     14     14     17     15     16     17     25     17     25     29     35     44     40     41     34     36     19     21     59     64     77     80     20     22     27     64    111     34     28     21     18     16    118     23     19     11     53     32      8     13     19     17     58      6     12      0     10     10      6      6      7     31     16      6     10     10      6      0      6      0      0     16      0      0      0      0      0      0      0      6      0      0      0      0      0      0      0
  52       0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      6      6      6     10     15     13     13     11     14     12     18     19     21     12     14     17     22     33     45     30     35     33     41     26     33     30     52     56     59     73     20     24     26     66    123     25     21     13     25     15    128     19     32     20     45     32      6      7      9     22     55      9     12     10     12      6      7      6      7     25     11     12     11      8      0      0      0      0      0     10      0      9      0      0      0      0      0      6      0      0      0      0      0      0      0
  53       0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      6      0      0      6      9      7      9      9      8      7     15     15     16      9     14     20     24     22     30     30     26     37     32     20     24     44     52     47     54     20     20     14     46     93     20     18     21     18     17    109     26     21     13     49     25      7     11     12      9     45     12      0      0     15     12      0      6      6     38     10     11      7      6      0      0      6      0      0      8      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  54       0      0      0      0      0      0      0      0      0      0      0      0      0      6      7      0      0      8     10      8     12      6     10      6      9     15      6     14     13      9     14     13     26     25     29     33     19     32     24     13     22     46     64     51     53     14     26     24     49     98     22     19     19     12     19    112     26     16     16     44     21      8      6     10     17     53      6      7      7     14      6      7      6      6     30     12     12      6      6      0      0      0      0      0      9      0      6      0      0      0      0      0      0      0      0      0      0      0      0      0
  55       0      0      0      0      0      0      0      0      0      0      0      0      0      6      6      6      0      6      0     11      8      8      9     11      9     10     18     15      8     13     13     11     14     16     21     31     20     32     31     14     18     32     56     46     73     20     16     11     40    104     27     22     12     18     11    100     14     19     13     48     33     10      9      6     10     56      6      0      8      6      9      0      6      0     34     17     10      6      0      0      0      0      0      0     13      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0
  56       0      0      0      0      0      0      0      0      6      8      8     10     11     12     19     11     28     35     36     34     48     38     50     55     44     77     67     62     80     71     81    106    108    144    154    144    173    199    156    108    109    211    317    305    347    123    126    127    330    567    132    136    111     94     83    678    150    131    116    362    184     56     58     62    109    357     25     34     39     74     43     33     34     40    216     88     88     60     43     18     14      9     21     12     69     22     40      6      7      0      6     13      6      6      6      0     14      0      0      0
  57       0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      6      0      0      9     10      6      9      8     10     10     10     17     16     10     10     14     23     14     32     25     41     35     44     32     23     26     31     56     75     85     17     22     25     49    122     31     36     28     18     23    144     38     28     26     84     41     19     13     13     16     79      9      8     15      8     17     16     10      6     51     31     13     15      8      6      0      6      6      6     17      0      8      0      0      0      0      0      0      0      0      0      6      0      0      0
  58       0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      6      6      6      0      6      7      9      6     15     10      8     11     20      8      7     13     18     22     22     34     34     30     22     16     16     16     42     70     48     61     28     19     17     45    103     19     21     22     23     18    147     21     26     29     62     41     11     11     14     25     76     11      6      6     14      9     11      9      6     54     15     23     17      8      6      0      0      6      0     16      6      9      0      0      0      0      0      0      0      0      0      0      0      0      0
  59       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      7      8      6      8     14      8     10      6      6     12      8      6     13     14      8     21     31     15     27     23     14     15     18     32     44     30     45     17     22     16     57     89     18     12     16     15     12    112     31     15     18     55     41      0      8     11     16     58      9      0     10      9     15      0      6      6     40      9     14      6      8      0      0      0      0      0     15      0      7      0      0      0      0      0      0      0      0      0      0      0      0      0
  60       0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      6      6      6     12     16      6     21     14     19     18     34     37     36     34     24     34     39     48     56     69     75     59     79     67     45     51    105    132    140    137     52     44     49    141    268     68     60     55     70     58    400     86     79     65    209    112     36     47     43     67    228     18     32     19     42     30     22     21     22    134     62     51     42     23      9      7      9      6      6     41     16     27      8      6      0      0      8      7      6      0      0      8      0      0      0
  61       0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      6      8      6      6      6      9      6     11      6      8     12     14     17     16     15     19     20     17     36     28     26     37     32     27     27     21     58     80     91     73     23     29     26     84    129     36     36     26     25     25    216     52     49     33    131     62     16     26     24     39    157     10     11     13     37     23     13     10     14     83     37     48     25     21      8      6      6      0      8     41      7     25      0      6      6      0      6      6      0      0      0      7      0      0      0
  62       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      0      0      0      0      6      6      6      7      6      6      6      7      8     11      7      6      7     11      8      8     17     22     21     20     10      6      7     28     41      9     11      8      6     11     74     23     12      7     45     25     10      7     11     13     56      8      9      6     11      0      6      0      6     32     12     11      6      6      0      6      0      0      0      8      0      6      0      0      0      0      0      6      0      0      0      0      0      0      0
  63       0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      0      6      6     11      0      6      6      6      6      6      6      6      9     10     10      6      6     12     23     18     21      9      9      8     27     55      9      6     11      7     14     71     11     12     13     43     19      9      6      9      8     49      6      6      6     13      8      0      0      6     21     11     14     11      6      0      0      0      0      0     10      0     10      0      0      0      0      0      0      0      0      0      0      0      0      0
